model,strategy_checkpoint_source,best_auc_epoch,best_val_auc,best_strategy_epoch,best_strategy_score,best_relaxed_epoch,best_raw_strategy_epoch_without_auc_gate,val_auc_thr_0_5,val_f1_thr_0_5,test_auc_thr_0_5,test_f1_thr_0_5,selected_strategy_mode,selected_top_k,selected_min_prob,selected_threshold,selected_constraints_satisfied,selected_drawdown_ok,selected_turnover_ok,val_strategy_sharpe,val_strategy_cumulative_return,val_strategy_max_drawdown,val_strategy_avg_turnover,test_strategy_sharpe,test_strategy_cumulative_return,test_strategy_max_drawdown,test_strategy_avg_turnover
transformer_main,strict_eligible_checkpoint,1,0.5199714576975322,8,0.46643945641767126,8,11,0.5011827340494384,0.45469940728196445,0.5043829444537883,0.35831578947368425,topk,4,0.56,0.5,True,True,True,0.25653839629784614,0.04626323221300299,-0.10944506886810301,0.3118811881188119,0.5831784115278383,0.14127445763725355,-0.09267167941784293,0.12280701754385964
