model,best_auc_epoch,best_val_auc,best_strategy_epoch,best_strategy_score,val_auc_thr_0_5,val_f1_thr_0_5,test_auc_thr_0_5,test_f1_thr_0_5,selected_strategy_mode,selected_top_k,selected_min_prob,selected_threshold,selected_constraints_satisfied,val_strategy_sharpe,val_strategy_cumulative_return,val_strategy_max_drawdown,val_strategy_avg_turnover,test_strategy_sharpe,test_strategy_cumulative_return,test_strategy_max_drawdown,test_strategy_avg_turnover
transformer_v5,1,0.48671740498476634,1,0.5664540316578931,0.4867173250432963,0.680135593220339,0.5229288918168251,0.6661454261141517,topk,2,0.6,0.5,True,0.23543944954939777,0.05749244511189855,-0.2394924614017907,0.9405940594059405,1.1798359682938726,0.49291868077125756,-0.21789933020345365,0.7280701754385965
