epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0003,0.6945865149057359,0.704048579395888,0.680135593220339,0.48671740498476634,topk,2,0.6,0.5,True,0.23543944954939777,0.05749244511189855,-0.2394924614017907,0.9405940594059405,0.5664540316578931
2,0.0003,0.6819101125349519,0.711150823691172,0.6798042946452841,0.4854209142234422,topk,2,0.58,0.5,False,0.16078101170591352,0.017857874774540816,-0.30147180195844625,0.9900990099009901,0.17570274415628198
3,0.0003,0.6812375941995765,0.7012834954642488,0.6622159090909091,0.4844704101445086,topk,3,0.6,0.5,True,0.030612960618812458,-0.0195711053168538,-0.22106387353484913,0.5478547854785478,0.061023095318262305
4,0.00015,0.6791706146447133,0.7046050603042344,0.6533123479753898,0.48308998083962845,topk,3,0.56,0.5,False,-0.04103072023173756,-0.07119103980715125,-0.4089834554999626,0.8547854785478547,-0.7088392131499366
5,0.00015,0.6783449332331645,0.7034968833247582,0.6484839692441607,0.4809744097761383,topk,3,0.56,0.5,False,-0.04082303335901871,-0.0680479555564284,-0.3951600925358867,0.900990099009901,-0.6681271678460049
6,7.5e-05,0.6775187598804359,0.7062902432477879,0.6470758540822236,0.4823753040973521,topk,3,0.56,0.5,False,0.14749068101703502,0.01658883471434547,-0.34370559747091745,0.9306930693069305,0.028032104678307135
7,7.5e-05,0.6768250882528041,0.7065549568739717,0.6438995913601868,0.48119736653611694,topk,3,0.54,0.5,False,0.11765332739692487,0.003373275629132255,-0.3455491375149533,0.8481848184818481,-0.05152258763099363
8,3.75e-05,0.6765280987101466,0.7070931175987639,0.6397296503085513,0.4811826573056271,topk,3,0.56,0.5,False,0.06577052517955403,-0.020166818200150205,-0.35126570324826334,0.933993399339934,-0.23239304136056568
