epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0003,0.7004830690897954,0.669130289554596,0.7460516420155429,0.5355073698560109,topk,3,0.6,0.5,True,1.8880609632844618,0.3947578315594036,-0.11194475644681834,0.8039215686274508,4.5789261968576165
2,0.0003,0.6859736704739533,0.6693455194670056,0.7454041803072274,0.5489567580088609,topk,3,0.58,0.5,True,1.742044375963443,0.3899572270882765,-0.09373926635740337,0.9411764705882353,4.260065925017419
3,0.0003,0.6831484347747323,0.6728998526694283,0.7225738396624474,0.5514358971628185,topk,3,0.6,0.5,True,2.5743190315236073,0.34681338466592915,-0.021454612211771584,0.49019607843137253,5.906594394905071
4,0.0003,0.6807372948816091,0.6705894424801782,0.7301750772399588,0.5497671626054358,topk,3,0.6,0.5,True,2.1620604622114596,0.26732933546463533,-0.025086150089781434,0.5032679738562091,4.920731189925117
5,0.0003,0.6790841327490119,0.676689382583376,0.7045084193373167,0.5341927504899038,topk,3,0.6,0.5,True,2.5860389100862817,0.28888427980199327,-0.025086150089781323,0.38562091503267976,5.825551430144125
6,0.00015,0.6766526349501342,0.6709854430622525,0.7300439163006975,0.5330631762801398,topk,3,0.6,0.5,True,1.5794563016315508,0.2723462701951327,-0.08833006091951034,0.7124183006535947,3.7300081926253625
