variant,n_features,n_dc_features,best_epoch,best_score,val_auc,val_f1,test_auc,test_f1,val_fixed_cumret,val_fixed_sharpe,val_fixed_mdd,val_fixed_turnover,test_fixed_cumret,test_fixed_sharpe,test_fixed_mdd,test_fixed_turnover
full_features,48,10,7,1.6049262391022106,0.47925239056972047,0.6214860963379426,0.5140489468579585,0.5180867478141608,0.2641789613398182,0.6155118809835642,-0.17792565639524138,1.0297029702970297,0.2612806902414082,0.5290418654918735,-0.3481511091928189,0.9385964912280702
no_dc,38,0,4,0.13719741143125627,0.4687726234360251,0.61161608380835,0.5027512941884533,0.5197301854974705,0.028625589877844027,0.17797427288806125,-0.2929908703767524,0.9801980198019802,0.5852946665942345,0.8626382037436051,-0.30445310493914246,0.8947368421052632
