epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0003,0.6956141971669103,0.7036956227014936,0.7155963302752294,0.5474348762879229,topk,2,0.54,0.5,True,1.2001323777594952,0.14289347366927974,-0.08357235093837545,1.1923076923076923,2.644064268083377
2,0.0003,0.6834767504668171,0.6890315797593859,0.7098797699947726,0.5584045584045584,topk,3,0.6,0.5,True,1.4428688526666318,0.17488502641739734,-0.08410251540475155,0.9871794871794871,3.2270319746922747
3,0.0003,0.6790371267821017,0.6877473127274286,0.7111574556830031,0.558422428494113,topk,3,0.58,0.5,True,1.4785991779590073,0.18119672665040798,-0.09300580462326413,0.9871794871794871,3.311120493265436
4,0.0003,0.679075640195937,0.6964733466269478,0.713552361396304,0.5524104197939324,topk,3,0.54,0.5,True,1.7504726473044432,0.19879242307011324,-0.0710766782523028,0.8076923076923077,3.91547889954375
5,0.0003,0.6770997424967796,0.7048800409786284,0.7150895140664961,0.5431690306242277,topk,3,0.54,0.5,True,1.6931194645178138,0.19687751808888843,-0.08238042577877902,0.8589743589743588,3.7869400690233075
6,0.0003,0.6757109745923776,0.7107836280550276,0.7132579650565262,0.5363886080731959,topk,3,0.54,0.5,True,1.9217748765049385,0.22367329922895807,-0.08238042577877902,0.9102564102564101,4.288455041947631
7,0.0003,0.6739912714719875,0.7152460020685952,0.7162647511544381,0.5307416597739179,topk,3,0.54,0.5,True,2.302392778347383,0.2617519694793504,-0.0710766782523028,0.8589743589743588,5.1321287567507925
8,0.0003,0.671729770128068,0.7041510716317192,0.711318795430945,0.5382088043378366,topk,3,0.54,0.5,True,2.4329775742460438,0.27438870348866273,-0.0710766782523028,0.8846153846153846,5.416592448861564
9,0.0003,0.6714523681719355,0.7213194856567988,0.704841228526809,0.515618458270788,topk,3,0.54,0.5,True,2.205819875652966,0.25928030514967104,-0.08263951740862163,0.8333333333333334,4.934104976172971
10,0.0003,0.6662569148488936,0.7327015825680324,0.7038988408851422,0.5127388209825485,topk,3,0.54,0.5,True,1.9296973556078636,0.21620577026973464,-0.0710766782523028,0.782051282051282,4.302683264693141
11,0.00015,0.6646504295939392,0.740795464175088,0.7024749868351764,0.5043347731519775,topk,3,0.58,0.5,True,2.524436992696985,0.30124591626184394,-0.0819157398206205,0.9871794871794871,5.62937258812873
12,0.00015,0.6633610671301553,0.7493579909915016,0.7032967032967034,0.5008705286483064,topk,3,0.54,0.5,True,2.066975145589493,0.24232170437717815,-0.0819157398206205,0.8846153846153846,4.611119024403111
13,0.00015,0.6615354879069983,0.7547586265064421,0.7014767932489452,0.49758753791011856,topk,3,0.58,0.5,True,2.0691133101906147,0.24491619808438236,-0.0819157398206205,0.9102564102564101,4.6159174394890625
14,7.5e-05,0.6606076068776731,0.7491233267481365,0.6995179432244242,0.496622553074166,topk,3,0.54,0.5,True,2.2907953787076445,0.2796322626169476,-0.07212830413352467,0.9871794871794871,5.116933997840802
15,7.5e-05,0.6591223678848628,0.7611208970584566,0.6998411858125992,0.49373781004605377,topk,3,0.54,0.5,True,2.450307945693293,0.30193693879308015,-0.07212830413352467,1.0384615384615385,5.472154990715029
