epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0001,0.6085424580050209,0.6049830678909544,0.35047619047619044,0.4751803670699804,topk,3,0.58,0.5,True,1.1138326877780516,0.06049732040903044,-0.013874439595010557,0.15384615384615385,2.754609614213375
2,0.0001,0.6027691393543845,0.6023863253139314,0.3643122676579926,0.47425042920209287,topk,3,0.56,0.5,True,0.5244981072267414,0.02860064159305975,-0.043534231908606724,0.19230769230769232,1.4939094653032337
3,0.0001,0.5996284432955541,0.600705913891868,0.3352826510721248,0.47775813440156967,topk,3,0.56,0.5,True,1.3729769226539759,0.07434272634969918,-0.001000000000000112,0.07692307692307693,3.337782047793535
4,0.0001,0.5988569510447199,0.5996337447847638,0.3500967117988394,0.4818981462557227,topk,3,0.56,0.5,True,1.3729769226539759,0.07434272634969918,-0.001000000000000112,0.07692307692307693,3.3419220596476884
5,0.0001,0.5970526065276939,0.5994144333733453,0.3051881993896236,0.48036655902550685,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.48036655902550685
6,0.0001,0.5961387337600775,0.5988628438540867,0.4075067024128686,0.4829673193263571,topk,3,0.56,0.5,True,1.3729769226539759,0.07434272634969918,-0.001000000000000112,0.07692307692307693,3.342991232718323
7,0.0001,0.5959436024775395,0.5984973708788554,0.33698903290129606,0.48566260627861346,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.48566260627861346
8,0.0001,0.5957404995542778,0.5980321562479413,0.4074733096085409,0.4880385464355788,topk,3,0.56,0.5,True,1.3729769226539759,0.07434272634969918,-0.001000000000000112,0.07692307692307693,3.3480624598275446
9,0.0001,0.5949906316210748,0.5981098937609839,0.396039603960396,0.4852040242805755,topk,3,0.56,0.5,True,1.3729769226539759,0.07434272634969918,-0.001000000000000112,0.07692307692307693,3.345227937672541
10,0.0001,0.5945512649641452,0.5980528831481934,0.43922883487007536,0.48657466072596467,topk,3,0.56,0.5,True,1.3729769226539759,0.07434272634969918,-0.001000000000000112,0.07692307692307693,3.3465985741179303
11,5e-05,0.5947012058043674,0.5979538942140247,0.3715639810426539,0.4863677240026161,topk,3,0.56,0.5,True,1.3729769226539759,0.07434272634969918,-0.001000000000000112,0.07692307692307693,3.3463916373945817
12,5e-05,0.5943883448420633,0.5979612004189264,0.3734827264239029,0.4858095058044474,topk,3,0.56,0.5,True,1.3729769226539759,0.07434272634969918,-0.001000000000000112,0.07692307692307693,3.345833419196413
