dd_half_stop,dd_cash_stop,recover_above,recovery_periods,val_ok,selection_score,val_cumret,val_sharpe,val_mdd,val_turnover,test_cumret,test_sharpe,test_mdd,test_turnover,all_cumret,all_sharpe,all_mdd,all_turnover
-0.12,-0.2,-0.08,1,False,-0.268358296381763,0.24812499989428183,0.6864299734354258,-0.1944529376993902,0.6138613861386139,0.4009116955458669,0.973771383743054,-0.17319178055620665,0.5619469026548672,-0.14410496795206884,-0.09465631097525914,-0.2147691473822101,0.0525
-0.12,-0.2,-0.08,2,False,-0.268358296381763,0.24812499989428183,0.6864299734354258,-0.1944529376993902,0.6138613861386139,0.4009116955458669,0.973771383743054,-0.17319178055620665,0.5619469026548672,-0.14410496795206884,-0.09465631097525914,-0.2147691473822101,0.0525
-0.12,-0.2,-0.1,1,False,-0.268358296381763,0.24812499989428183,0.6864299734354258,-0.1944529376993902,0.6138613861386139,0.4009116955458669,0.973771383743054,-0.17319178055620665,0.5619469026548672,-0.14410496795206884,-0.09465631097525914,-0.2147691473822101,0.0525
-0.12,-0.2,-0.1,2,False,-0.268358296381763,0.24812499989428183,0.6864299734354258,-0.1944529376993902,0.6138613861386139,0.4009116955458669,0.973771383743054,-0.17319178055620665,0.5619469026548672,-0.14410496795206884,-0.09465631097525914,-0.2147691473822101,0.0525
-0.12,-0.22,-0.08,1,False,-0.2772112199678135,0.24812499989428183,0.6864299734354258,-0.1944529376993902,0.6138613861386139,0.4009116955458669,0.973771383743054,-0.17319178055620665,0.5619469026548672,5.025725339444102,0.8090872839396931,-0.2236220709682606,0.396875
-0.12,-0.22,-0.08,2,False,-0.2772112199678135,0.24812499989428183,0.6864299734354258,-0.1944529376993902,0.6138613861386139,0.4009116955458669,0.973771383743054,-0.17319178055620665,0.5619469026548672,5.025725339444102,0.8090872839396931,-0.2236220709682606,0.396875
-0.12,-0.22,-0.1,1,False,-0.2772112199678135,0.24812499989428183,0.6864299734354258,-0.1944529376993902,0.6138613861386139,0.4009116955458669,0.973771383743054,-0.17319178055620665,0.5619469026548672,5.025725339444102,0.8090872839396931,-0.2236220709682606,0.396875
-0.12,-0.22,-0.1,2,False,-0.2772112199678135,0.24812499989428183,0.6864299734354258,-0.1944529376993902,0.6138613861386139,0.4009116955458669,0.973771383743054,-0.17319178055620665,0.5619469026548672,5.025725339444102,0.8090872839396931,-0.2236220709682606,0.396875
-0.12,,,1,False,-0.3210599804107128,0.24812499989428183,0.6864299734354258,-0.1944529376993902,0.6138613861386139,0.4009116955458669,0.973771383743054,-0.17319178055620665,0.5619469026548672,12.866758852754613,0.9809008810051155,-0.2674708314111599,0.5975
-0.15,-0.18,-0.08,1,False,-2.6432693227098447,-0.14663483987223502,-0.6773880338759931,-0.18118024223818785,0.16336633663366337,0.4299048758200683,1.0177097378685764,-0.17319178055620676,0.588495575221239,-0.18901140936025396,-0.3066781768014868,-0.18901140936025396,0.00625
-0.15,-0.18,-0.08,2,False,-2.6432693227098447,-0.14663483987223502,-0.6773880338759931,-0.18118024223818785,0.16336633663366337,0.4299048758200683,1.0177097378685764,-0.17319178055620676,0.588495575221239,-0.18901140936025396,-0.3066781768014868,-0.18901140936025396,0.00625
-0.15,-0.18,-0.1,1,False,-2.6432693227098447,-0.14663483987223502,-0.6773880338759931,-0.18118024223818785,0.16336633663366337,0.4299048758200683,1.0177097378685764,-0.17319178055620676,0.588495575221239,-0.18901140936025396,-0.3066781768014868,-0.18901140936025396,0.00625
-0.15,-0.18,-0.1,2,False,-2.6432693227098447,-0.14663483987223502,-0.6773880338759931,-0.18118024223818785,0.16336633663366337,0.4299048758200683,1.0177097378685764,-0.17319178055620676,0.588495575221239,-0.18901140936025396,-0.3066781768014868,-0.18901140936025396,0.00625
