bootstrap_id,diff_cumret_sticky_minus_static,diff_annret_sticky_minus_static,diff_sharpe_sticky_minus_static,diff_mdd_sticky_minus_static
1,-0.09677891258331606,-0.03799387303598123,-0.14537762902011198,-0.020770558227575897
2,-0.7312871596158341,-0.28236250542387287,-1.19350144362668,-0.09540413134463455
3,0.025367687390736915,0.01009490881058639,0.03767450580268922,-0.034628998470174754
4,-0.32997360963852573,-0.09598433994698641,-0.19435729750184527,0.022881999492184613
5,-0.2556957963841009,-0.08530609388835009,-0.37108051519145335,0.034029564874784146
6,0.018179550789230392,0.007628575774738522,0.028436378171845356,0.026906510640052783
7,-0.21726099630433016,-0.08926438384825341,-0.3723805554943227,-0.033940368324661074
8,-0.41727113091149937,-0.15867318393305085,-0.5647866015839014,-0.06747374614974777
9,-0.765314012624531,-0.26220342989808665,-1.0689683758805857,-0.04940359786414539
10,-0.02249659682516225,-0.009746573385698953,-0.04334160010806021,-0.027295033156368498
11,0.10619470507821172,0.03339692049428922,0.20152974077956642,0.034029564874784035
12,-0.3348909645932867,-0.10170627167003721,-0.40606024420799147,-0.02749788187152724
13,-0.37523350946985135,-0.10461081312251386,-0.40869391236292985,0.035853088639601904
14,-0.3346570038728418,-0.13343429504826365,-0.6024014638016079,-0.08375162157316018
15,-0.27927878094490355,-0.11894952170993622,-0.49373096260354,-0.08617964454578142
16,0.039088816717569586,0.01719944068224233,0.06139423621553057,-0.003034594819875447
17,0.19208055836633187,0.07309733634256732,0.2671163588111668,0.03355072699143924
18,-0.0575479163228545,-0.02077436725471027,-0.11044191919753599,-0.010332508731193846
19,-0.10696566923229622,-0.041672294264353926,-0.1680787971270184,0.04125941755613238
20,-0.11852096808716484,-0.04165803848002958,-0.19367339419323049,-0.03497183106551505
21,-0.11339029264891143,-0.03835994513658414,-0.2392264384471634,0.019646869477361162
22,0.6299140880138172,0.24083642915885295,1.0214201836587433,0.09088650253185238
23,-0.09257937937536165,-0.04403699872928146,-0.2374234099714133,-0.04541127190503513
24,-0.296052625957578,-0.10569538441402959,-0.545941720204097,0.0621642330623805
25,-0.5227198234823887,-0.1693189031029847,-0.58900258009948,0.053706064469851156
26,-0.8709098483335804,-0.3160686517634159,-1.3064822773110594,-0.06653786451688115
27,-0.26466977330242847,-0.11435972539663763,-0.5015628085981787,-0.0827217452239879
28,-0.8495253029331107,-0.29228025400745095,-1.1462864850019074,-0.07018148034128557
29,-0.16378191957565424,-0.06093212478435572,-0.28190190981392094,-0.08625292436703635
30,-0.16504410575389028,-0.05723149463978672,-0.23683951146785376,0.0358052512166841
31,0.10831355747791382,0.04695678230255085,0.20200680713350333,-0.05879813163101233
32,-0.20970655459714582,-0.09256479337094381,-0.3670920185456174,-0.1068267357404773
33,-0.024204907725323688,-0.008339911211083573,-0.04415467594942668,0.018400956650834854
34,0.12803314826552104,0.05174943915067676,0.20461591059095524,-0.03134042596410502
35,-0.21424497669079023,-0.09815020994701507,-0.4684802775817088,-0.025320223317858992
36,-0.4755033022771511,-0.17841501699583717,-0.7799819382880291,-0.00706202709701409
37,-0.13990894153693367,-0.05619443482928599,-0.24350235418772698,0.03854565217851247
38,0.20565871477346054,0.07993594251436309,0.3402944446742718,0.01108086077256798
39,-0.27847967213714653,-0.10463931803412385,-0.5303801950666205,-0.05569294490548016
40,0.03787747440508493,0.014179687940223618,0.06368039647625345,0.0561471313889611
41,0.244782590666215,0.12133977858541589,0.5910790702392167,0.06969763696684994
42,-0.39409541180409646,-0.12731322782281684,-0.4694582820166866,0.00019109400796490927
43,-0.3185846186084125,-0.11010111039444292,-0.4954613486027457,0.004364226947396577
44,0.2567050417983321,0.08213447674647445,0.3074012335835592,-0.0158674605554604
45,-0.145560897885195,-0.0596207578528376,-0.2639347776149098,0.012227995101063538
46,0.0027356895769632406,0.0011845392596863125,0.007931650467703527,0.03988923932196531
47,-0.6764988884669629,-0.18974997650347958,-0.8988954743868951,0.006703149067514791
48,-0.8457423576816554,-0.2585465389314616,-1.0998014358598853,0.042038277729198326
49,-0.14563602235886475,-0.06656473769047011,-0.2859203319545213,-0.014958465430019885
50,-0.34099207884455707,-0.14452316091020423,-0.5866507117432519,-0.03150668932499212
51,-0.4932172183633061,-0.17920485669608843,-0.7469391170958654,-0.017717242614306072
52,0.21819271750637081,0.10289475862671293,0.5426984177105904,0.18027416237004412
53,-0.28856285101241586,-0.12473914896366634,-0.5605252197627474,-0.021555389642009093
54,-0.02781844511295839,-0.009896293646075138,-0.021314492186220946,0.010476408040968721
55,-0.3037038325823427,-0.11455279227363913,-0.4478010413589466,-0.07868352720869887
56,0.04423247000640107,0.019365245179159052,0.0980989042058613,-0.026655442051182754
57,-0.7619252575576014,-0.23887658473562512,-0.8119547298952132,0.004145111910853427
58,-0.15574165830690756,-0.04921360695648147,-0.16068474766166663,-0.041432188317680474
59,-0.07088511311621248,-0.027414474331550753,-0.1232973680935201,-0.017869674709252048
60,-0.3873331981938397,-0.17708730045818033,-0.8002925023399281,-0.13500003075136413
61,-0.07922040423033572,-0.043201533595015884,-0.198905296301779,-0.03400567139629029
62,-0.6183204177187263,-0.1743723428154822,-0.8696458355001293,0.037962370580622684
63,-0.1404440948146075,-0.05659609429346757,-0.2349957767352095,-0.08716183463851057
64,-0.4884642750743575,-0.17935778252160417,-0.7155377899838244,-0.19745850768240247
65,-0.41015247555081613,-0.13487851084351266,-0.5511337889115093,0.014087021058002636
66,0.0039000596177090063,0.0016774392546918815,0.004425571926799127,-0.022101283700069474
67,-0.4229567104929326,-0.12020269459318489,-0.3594571157196089,0.0038244372916756975
68,-0.027139900624098212,-0.009324538415333317,-0.01052799809621896,0.05866438791958717
69,-0.5837060394052662,-0.19629456818269864,-0.9791717983185869,0.05114277872825057
70,0.04879528101972186,0.01679449924926346,0.11517923218853432,0.018211411794144983
71,-0.12636122529146854,-0.0511786280726525,-0.24151621177335297,-0.04360761486897646
72,-0.14898894231969995,-0.07465111000436053,-0.3772816354721843,-0.08150549851946898
73,0.10470801395959661,0.04383263496266676,0.19557953137507483,0.017291994054068227
74,-0.459579600920236,-0.17005306154076893,-0.66417627512283,-0.051419492647758025
75,-0.2608804475321409,-0.08416062172768668,-0.2035837120293953,0.030493892811103707
76,-0.3868925190693413,-0.09156755068390421,-0.32112844084181,0.038598791834986934
77,-0.11238143034572279,-0.05756632086104674,-0.2863677349074732,0.019527868760493172
78,0.14234964249913817,0.048013827258553965,0.16612441519150223,0.05320268299395037
