bootstrap_id,cumulative_return,annualized_return,sharpe,max_drawdown
1,-0.07197409427702373,-0.03248401434282455,0.02004530094990876,-0.43602461388926983
2,0.8147619562366955,0.3014441533419421,1.3679098125464175,-0.31287072316256925
3,0.5357707230967568,0.2088596317330782,1.0772539455645445,-0.2752709957430338
4,0.7439692829988502,0.2787498288182624,1.4369849746379584,-0.19024772709479587
5,0.020739902825489098,0.00911673698818194,0.16302610279627283,-0.27110129215467116
6,-0.05150411979014646,-0.023106429927617467,-0.0017830876056193874,-0.3760493651639494
7,0.35549326345274346,0.14393392465613686,0.7267279511782737,-0.23059194298769736
8,0.6737351277735966,0.25572077989304165,1.19715867427623,-0.2030280029540903
9,0.8328671813322572,0.3071685723554667,1.3843160982015594,-0.14238430523380452
10,1.6974435630375195,0.5506947252102143,2.7038625156361547,-0.0822679039599451
11,-0.07799169375576342,-0.035262668510196105,-0.04663544263214303,-0.24892474799891562
12,1.2176982283960478,0.4220841418468917,1.6998650678890097,-0.1879355785850101
13,0.416080946710349,0.16626390598733964,0.8693162024940851,-0.1713960465666975
14,-0.3117939374702595,-0.15227597377974655,-0.5499255532097466,-0.488126390863605
15,0.14281587502387016,0.06079536071050806,0.3775526986725033,-0.4011052660756905
16,0.22209387343758435,0.09272124661206815,0.5179539430052189,-0.24744028446098398
17,0.12357360488498137,0.0528613952616217,0.3462183484462712,-0.2559212514943425
18,0.41841108489481704,0.1671119470849347,0.8011236818360704,-0.18663596907255775
19,0.7488466318731486,0.2803296859569575,1.1939562152465757,-0.24400924468570317
20,0.2591090408738641,0.10723174888074394,0.6166045806884821,-0.1733899371053741
21,-0.14993803537855765,-0.06929996109784331,-0.1459473504065225,-0.342481928917028
22,1.6342212442524744,0.5345200693178633,2.5970551141726723,-0.11414160678874907
23,0.69236728278611,0.261881793832192,1.3015039823871057,-0.18222247379049128
24,0.9637092800553966,0.3476309276246361,1.5430845060289664,-0.1686175904179933
25,0.7583820429307999,0.2834112842588392,1.364153144279238,-0.23039949051235564
26,0.8194206434192113,0.30292014674073675,1.46884112287623,-0.1774665639976487
27,0.8211983124964466,0.30348280275204376,1.3634705588616323,-0.16053134859256468
28,0.48393574000161665,0.19064835307373929,0.9578930942097202,-0.1854004857744458
29,0.9302313680102894,0.3374249020802105,1.4489560049799712,-0.18884566260395186
30,0.4193232995188614,0.16744373091863785,0.7902081656557493,-0.4156530306473072
31,1.078914440420434,0.38202926893210365,1.7257375977973608,-0.15865827864162685
32,0.026736478713923928,0.011733384497473853,0.16118006955522707,-0.3625868405373873
33,-0.2586080053719304,-0.12391248918809261,-0.5044559447910723,-0.4967221817560994
34,0.4556930664401688,0.18057619737004393,0.8800598061127068,-0.26218082292893585
35,0.09014763551969662,0.03889691349873137,0.284738039171126,-0.34606840740394595
36,0.7554319022653586,0.28245887325411556,1.2641900310765108,-0.2091430197316756
37,1.1436024159651579,0.40087895293927556,1.6291421238005963,-0.2432694245103879
38,1.2157631557152917,0.42153542088372675,2.194183862231929,-0.16424967738207452
39,-0.3326320087611069,-0.1637213548672004,-0.6370229398392395,-0.42833449217816744
40,1.1374436049965455,0.39909810279100966,2.0670668390376634,-0.09990284168282948
41,0.6860777898339727,0.2598063249166729,1.3342484949512998,-0.14693633558492536
42,-0.11088574292610909,-0.050633560980182235,-0.06509652921937237,-0.35976384799362215
43,0.9203250251688886,0.334385962724979,1.5211021196675494,-0.14238430523380463
44,0.544017759705516,0.21172528654328882,1.048405411828718,-0.16927673085644646
45,0.030039825222182293,0.013171181642693375,0.17212901387784166,-0.20177469606439458
46,0.9736008427579819,0.35062784868341024,1.4476165267007761,-0.17407066048364406
47,0.1486011734757482,0.06316615951829196,0.39741413182469987,-0.23794029743432754
48,0.10926029949025295,0.04691044803870481,0.3192526402539526,-0.4027783209896083
49,0.44869589015512656,0.17806398648398636,1.000499139730587,-0.22702307124918586
50,-0.13313207348150546,-0.061209543867978944,-0.13867796937317933,-0.304514576218643
51,0.6662413603771782,0.2532320625802347,1.145139130802151,-0.1855519641390332
52,0.2960943815473911,0.12149475304537738,0.64791397391518,-0.23211802318164354
53,0.9509307176788173,0.3437468155676273,1.7788958429300852,-0.16412531640871353
54,0.06834464619931802,0.02965907445205329,0.24366120730707874,-0.28550127648674284
55,0.13693731789653585,0.058379476260765006,0.35664582043679216,-0.1982970317634427
56,0.6199021554662931,0.23770200270384012,1.138617179459394,-0.2801917441887073
57,0.5127426203492991,0.20081214479664622,1.0529095813684912,-0.20358315053163745
58,0.3144578916297467,0.12849212140453625,0.6798440240718628,-0.32338064953982415
59,0.7079287191828818,0.26699848673115256,1.1771493236251713,-0.1886641316286548
60,0.6075971084546374,0.23353657904756164,1.1836658134656484,-0.18965729979329005
61,0.46039404524829197,0.18226021813869386,0.9694310237461875,-0.22384084740149357
62,0.6954522019769698,0.2628982130196882,1.3831011708480845,-0.12181109603393869
63,1.0491386987745752,0.3732428168368265,1.5645752671977033,-0.16825637472453192
64,0.15079860712374038,0.06406491539851311,0.41977666517202683,-0.22265059381905628
65,-0.15223498321697826,-0.07041262410221238,-0.23779616992035982,-0.47966292031366686
66,1.1134915188464087,0.39214488398998015,1.790332898881943,-0.15327134287986788
67,0.2976474335274035,0.12208867201646334,0.6611362543359098,-0.25186446787601713
68,1.89821287371805,0.6007010491763318,2.4364803895459377,-0.15909658920456282
69,0.8543285002955447,0.3139133937831584,1.6683128791649209,-0.15143996195160425
70,0.043610990872393396,0.01905126445072236,0.19485724702899568,-0.31855108932820486
71,1.3066075975146254,0.44701352758398394,2.017390023055729,-0.14709848468498965
72,0.6685613134105866,0.2540031966298597,1.1903983926656334,-0.14238430523380452
73,1.2186946795278635,0.42236659739542026,2.019423919942797,-0.1309247479061274
74,0.3235844669306349,0.1319494961110681,0.6418168708146281,-0.16662232602197702
75,0.49231391369343136,0.19361564962455313,0.9300533349124146,-0.18608550538757362
76,0.3072492989362916,0.12575184870246092,0.6196678765406877,-0.2327293726568217
