bootstrap_id,diff_cumret_sticky_minus_static,diff_annret_sticky_minus_static,diff_sharpe_sticky_minus_static,diff_mdd_sticky_minus_static
1,-0.4297693063903183,-0.15613791895908302,-0.5152650540789853,-0.06364894883666106
2,-1.4233184767965756,-0.3462035538657029,-1.6440833633743959,0.006170924398806843
3,-0.32858215720839534,-0.1226943277577448,-0.57564833299048,-0.10273074203387955
4,-0.04656107977101365,-0.01973828761364471,-0.08901721769870158,0.053693512488614425
5,-0.2603548108558862,-0.09581707616512425,-0.47288345835622503,-0.10474575403639241
6,0.07203409084726387,0.023024311492482186,0.0792072615367636,0.04274156178331312
7,-0.6030837813352277,-0.18259721041890153,-0.6998683901690144,0.01808417235033022
8,-1.3781149302835216,-0.38697435500935495,-1.5016095811852241,0.012286690788179233
9,-0.5912694541436316,-0.19350993784947756,-0.7253407981838057,0.03208459547660514
10,-0.18446502774490203,-0.09035838429919063,-0.3779304143409816,-0.03796116051881493
11,0.20092839261411122,0.08410320521861214,0.35907528309591463,-0.021635265632719558
12,-0.9728800610726867,-0.26530734477958373,-1.041668288538599,0.034029564874783924
13,-1.1761705467856174,-0.38784142632582497,-1.6839498946700695,-0.13473447137038086
14,-0.16072241767783724,-0.059335483589491034,-0.29934425664333275,-0.030792190722563118
15,-0.3424900750281812,-0.13445797906256063,-0.5544811900400479,-0.15169217099043086
16,-1.142344680508012,-0.3201748253769594,-1.243349908879279,0.02873466093191268
17,-0.16046133301447763,-0.07831948729905447,-0.3493459499842503,-0.15823671570311337
18,-0.530787192858519,-0.19730226683680163,-0.9501026518299943,-0.036184571280493794
19,-0.03246287083902433,-0.01656763770652414,-0.07432305039994463,0.10371802737386548
20,0.1742916479784986,0.06402375410323069,0.28075815427413275,0.07249268855499791
21,0.114650647375099,0.0360980835278677,0.09098643176581978,0.04980356842570288
22,-0.2274081502474956,-0.08183043482702801,-0.3186551029840077,0.008381740645734048
23,0.2750449998535679,0.12093113073996087,0.49463539203838724,0.07246301643923159
24,-0.41339906073244137,-0.1394647568946672,-0.46889053680591064,0.016890264313979775
25,-0.4387539005743416,-0.18244613720108072,-0.8793921751846231,0.031287674889143635
26,-0.2563354240177711,-0.10382713973932467,-0.39726650992482326,-0.05882833333532256
27,-0.4017163513385056,-0.16041487097418283,-0.6552980304410718,-0.08927508152663421
28,-0.19214155042139347,-0.0817252550074612,-0.38124807545888906,-0.018219704340252885
29,-0.31300292220389503,-0.12814672378442693,-0.5669558596962978,-0.06883299877757076
30,-0.13120995671941293,-0.061804164505702475,-0.2974239141387951,-0.0498785209177226
31,-0.6623996621857755,-0.21543518517609583,-0.8745828995021432,0.020912773613014135
32,-0.15618476187130148,-0.05513626011442185,-0.18888740967172668,0.04274156178331334
33,-0.5063971293540583,-0.19289404682867417,-0.7698079084194374,-0.13337181920347851
34,-0.6738023211572268,-0.24114230219953892,-1.0451961028285186,-0.07804655434802776
35,0.09988018796097009,0.03630654698480096,0.1499797218693656,0.04950442877881889
36,-0.8793752908792021,-0.2731290563039881,-1.0286337141309236,-0.04940359786414561
37,-0.4379625430690872,-0.1739506492627234,-0.7598512208448475,-0.047114583004721156
38,-1.396404443779635,-0.39833290877536576,-1.924721281485438,-0.017653603735357404
