variant,n_features,n_dc_features,best_epoch,best_score,val_auc,val_f1,test_auc,test_f1,val_fixed_cumret,val_fixed_sharpe,val_fixed_mdd,val_fixed_turnover,test_fixed_cumret,test_fixed_sharpe,test_fixed_mdd,test_fixed_turnover
full_features,48,10,3,0.9497378847094932,0.47109236501403134,0.6166997404976339,0.5039298393295026,0.5048309178743962,0.14975151809103715,0.40160257277856093,-0.19183520012607413,1.0198019801980198,0.5403548859362135,0.8184702479928769,-0.3150353400769985,0.7543859649122807
no_dc,38,0,5,0.23285674303344367,0.47928052996717924,0.6512501806619454,0.5006235843225284,0.5788834951456311,0.03135344379362315,0.18656738960772437,-0.2721170868009716,0.9108910891089109,0.28793054508928395,0.5779878938436042,-0.19625574169841198,0.7543859649122807
dc_only,10,10,2,2.161866062193467,0.5106539595969415,0.691564377121964,0.49108015174435865,0.7229241877256317,0.3778230950213308,0.7959317182536205,-0.20238032350356938,1.2376237623762376,0.5626851714073529,1.074557764713055,-0.16074942273220094,1.2017543859649122
