epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0003,0.6891913905375239,0.681546731979128,0.7395498392282959,0.5017106318401646,topk,3,0.56,0.5,True,0.723177317276991,0.09350651290828216,-0.18829095178328137,0.9871794871794871,1.6107183952536643
2,0.0003,0.6837822971656365,0.6858599925798083,0.7103128621089223,0.5187372917741155,topk,2,0.54,0.5,False,-0.34478110556225916,-0.1323116080355603,-0.3043964428223588,0.9615384615384616,-1.1319212019499556
3,0.0003,0.6825778720721928,0.6929495294888814,0.6173633440514469,0.5034820201387408,topk,3,0.56,0.5,False,-0.42811414302860057,-0.1505939842145244,-0.3160005614360778,0.6153846153846154,-1.3218551260674904
4,0.00015,0.68131213788594,0.6800707957101246,0.7216721672167217,0.5060742956976326,topk,2,0.54,0.5,True,0.7218585232345581,0.08953016756100673,-0.17702123747600418,0.9615384615384616,1.6050651862847687
