regime_bucket,n_folds,selected_test_cumret_mean,selected_test_cumret_std,selected_test_sharpe_mean,selected_test_sharpe_std,selected_test_mdd_mean,selected_test_turnover_mean,current_fixed_test_cumret_mean,current_fixed_test_sharpe_mean,current_fixed_test_mdd_mean,selected_matches_current_fixed_rate
2020_2022,6,0.12215443153096095,0.20186128642314216,1.0841767133419478,1.393666193052209,-0.10120319552310587,0.8611111111111112,0.12591379063431477,1.0129064292598071,-0.09522039133433036,0.0
2023_plus,6,0.1441882665628709,0.18610485343432426,1.5721077909517982,1.6916077873663313,-0.10513512751096611,1.0301709401709402,0.07987898642942477,1.1965567417132081,-0.03939633304222018,0.0
pre_2020,9,0.13533485899670106,0.11504214730113078,1.4750858403939773,1.110908051835611,-0.11985602093683673,0.8618233618233617,0.07071183196648373,0.9729132305029449,-0.12245402922627137,0.2222222222222222
