strategy_type,cost_bps,cumret_mean,cumret_std,sharpe_mean,sharpe_std,mdd_mean,turnover_mean,positive_rate
current_fixed,5.0,0.09899137796251276,0.13462758507387432,1.1411569421865664,1.3647971025943009,-0.08950575257875938,0.6868131868131868,0.7619047619047619
current_fixed,10.0,0.08910300714670434,0.1315935724820837,1.0482380047792665,1.340672285988823,-0.0909422194902736,0.6868131868131868,0.7142857142857143
current_fixed,20.0,0.06963382661900493,0.12609018960312424,0.8598857901539494,1.2942254702384677,-0.09386145896391081,0.6868131868131868,0.6666666666666666
selected,5.0,0.14755064911807123,0.15829193896634147,1.5078071363963375,1.3369055400935952,-0.10790949857654238,0.9097191697191696,0.8571428571428571
selected,10.0,0.13409856759682384,0.155607372030323,1.3911180756813462,1.3175246173796713,-0.11032067269695058,0.9097191697191696,0.8571428571428571
selected,20.0,0.10765763599551927,0.15048557425612052,1.1564709015635517,1.2794682603032652,-0.11546940362847066,0.9097191697191696,0.7619047619047619
