mode,top_k,min_prob,threshold,n_folds,val_constraints_rate,val_positive_rate,test_positive_rate,val_cumret_mean,val_cumret_std,val_sharpe_mean,val_sharpe_std,val_mdd_mean,val_turnover_mean,val_worst_cumret,test_cumret_mean,test_cumret_std,test_sharpe_mean,test_sharpe_std,test_mdd_mean,test_turnover_mean,deployable_score,config_label
topk,4,0.56,0.5,20,1.0,0.6,0.5,0.09826559378247082,0.1532302000088931,1.0408575405356806,1.4880373405151806,-0.06414301258149804,0.5798076923076922,-0.07670549005360872,0.013508919038980355,0.1372779057707518,0.2704087387348079,1.416176679782783,-0.09695310021718329,0.5455128205128205,2.4659451896032984,current_fixed
topk,4,0.58,0.5,20,1.0,0.8,0.45,0.1229050346495296,0.14511300604052432,1.3970138004911066,0.9694796021152687,-0.02120076047663803,0.36506410256410254,-0.004765450184499254,-0.007638849120658031,0.11857461745480506,0.3867725981406194,1.4938766592609678,-0.0812280888388214,0.3407051282051282,3.565386201163078,recommended_validation_robust
