regime_bucket,n_folds,selected_test_cumret_mean,selected_test_cumret_std,selected_test_sharpe_mean,selected_test_sharpe_std,selected_test_mdd_mean,selected_test_turnover_mean,current_fixed_test_cumret_mean,current_fixed_test_sharpe_mean,current_fixed_test_mdd_mean,selected_matches_current_fixed_rate
2020_2022,6,0.017564368476089054,0.06391141271513658,0.38667754631954193,1.359647245795581,-0.06926613619306493,0.4711538461538461,-0.010757159134275107,-0.07757469585127819,-0.11245909241998892,0.16666666666666666
2023_plus,5,-0.05514956908997659,0.10114719540980555,-0.4756143156420961,1.229065550786043,-0.09180793291659743,0.2128205128205128,-0.004371806558383673,-0.14434154171308228,-0.05941331730994781,0.0
pre_2020,9,0.007903449268724709,0.15107533350778216,0.6039801445378847,1.617886774379412,-0.09676249296208218,0.45299145299145294,0.039620040930797344,0.7328145175965819,-0.10747120703044367,0.1111111111111111
