epoch,lr,train_loss,val_loss,val_auc,val_f1,val_fixed_cumret,val_fixed_sharpe,val_fixed_mdd,val_fixed_turnover,val_fixed_score
1,0.0003,0.6918711622820305,0.6991496992682269,0.5299244105435764,0.691564377121964,0.6130584359873894,1.0028041739719291,-0.2586247305121747,1.4455445544554455,2.9890193452137956
2,0.0003,0.6858122722193838,0.6986883554391994,0.5210737706280969,0.691564377121964,0.6144083385788524,1.122657295922816,-0.13943999223302972,1.316831683168317,3.2766065165280893
3,0.0003,0.683700708545876,0.7004355643799681,0.5249341442169702,0.691564377121964,0.22387801503008942,0.5128917053169699,-0.22221065894788372,1.4554455445544554,1.2552226090109504
4,0.0003,0.6824409474046826,0.6993556003608628,0.5186028597302199,0.691564377121964,0.16213170374875463,0.4156641276227407,-0.27551451897609414,1.3267326732673268,0.8800382048246091
5,0.00015,0.6818551068364742,0.6996280175245213,0.5193021077687761,0.691564377121964,0.0680977007946928,0.25836030610775346,-0.326715718705169,1.2574257425742574,0.23415499630324682
6,0.00015,0.6818203831286795,0.6967734918147028,0.5163118970814329,0.691564377121964,0.20514275257484593,0.4808651968248631,-0.25421342853483886,1.2871287128712872,1.1663063062642085
7,7.5e-05,0.6812461757327034,0.6993669759489581,0.5161843104952278,0.691564377121964,0.37737302622414703,0.7387691681931293,-0.19872515212634645,1.3267326732673268,2.0332744878444537
8,7.5e-05,0.6809414608295671,0.6989931880594965,0.5164170201145529,0.691564377121964,0.35102146783144517,0.7020567829618346,-0.19872515212634656,1.316831683168317,1.9086317491113118
