strategy,split,periods,cumulative_return,annualized_return,sharpe,max_drawdown,win_rate,avg_turnover,avg_holdings,avg_exposure,avg_max_sector_weight,avg_distinct_sectors,nvda_presence_rate
frozen_static_baseline,val,101,0.08849099389135295,0.04322013281045156,0.2949338142024038,-0.28471919768224474,0.504950495049505,0.9801980198019802,2.0,1.0,0.594059405940594,1.811881188118812,0.019801980198019802
frozen_static_baseline,test,114,0.6021467414504735,0.23168587273329644,1.0606463502464871,-0.2611769419735527,0.5964912280701754,1.0263157894736843,1.956140350877193,0.9912280701754386,0.618421052631579,1.736842105263158,0.2631578947368421
optimized_sticky_execution,val,101,0.4003369712769582,0.18296390320752387,0.8737995799285272,-0.21532672217555016,0.5346534653465347,0.504950495049505,1.9504950495049505,0.9900990099009901,0.599009900990099,1.7722772277227723,0.019801980198019802
optimized_sticky_execution,test,114,0.25502265376521405,0.10564161373625502,0.5744033655871844,-0.2819430699824803,0.5,0.5789473684210527,1.7543859649122806,0.9385964912280702,0.6228070175438597,1.5701754385964912,0.2543859649122807
