epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0003,0.7030136701356895,0.6803644110286047,0.7197916666666667,0.5070236455792425,topk,3,0.6,0.5,True,1.0285893924083835,0.11986445470655527,-0.14355815858094023,0.9102564102564101,2.2871251440862266
2,0.0003,0.6889571358552647,0.6856217308649941,0.7002680965147453,0.48662825963017825,topk,3,0.56,0.5,True,1.451439822485941,0.18264361025660936,-0.14982069123206998,1.0256410256410255,3.2359777765464917
3,0.0003,0.686173821247384,0.6912993094277761,0.6743648960739029,0.48473567611049356,topk,2,0.54,0.5,True,1.7630867930899616,0.2595335824252629,-0.12377698746576593,1.1538461538461537,3.9933477469811494
4,0.0003,0.6821010557488187,0.6918577527242994,0.6982182628062361,0.48712548583686294,topk,3,0.54,0.5,True,1.5109588210878824,0.20344550762001368,-0.16444962887106362,1.1666666666666665,3.375590028875008
5,0.0003,0.6797674055061255,0.6975657078954909,0.6474908200734394,0.4905409873194301,topk,2,0.54,0.5,True,1.569283199141272,0.19584010903578397,-0.10766021902368428,1.1923076923076923,3.474035709337816
6,0.00015,0.6781850403978779,0.6967046308139014,0.6801853997682503,0.48959599719887226,topk,3,0.54,0.5,True,2.6008170361165863,0.3870495364367017,-0.11889897141351957,1.2051282051282048,5.917362913637064
7,0.00015,0.6763253012174777,0.6984294278281076,0.7049637479085332,0.49020256110545624,topk,3,0.54,0.5,True,3.0167947863325018,0.45291896642054597,-0.11889897141351946,1.205128205128205,6.881208915013229
8,0.00015,0.6767289146049178,0.7030087845666068,0.6402476780185757,0.4884036956142566,topk,3,0.54,0.5,True,1.8636574315631658,0.25482923743864916,-0.1176271440505654,1.0769230769230769,4.197535800368732
9,0.00015,0.6762319129302428,0.7039111076839386,0.6506172839506174,0.49236588559632,topk,3,0.54,0.5,True,2.4185856319186745,0.3873324551740711,-0.12091742152849816,1.205128205128205,5.5541584148153404
10,7.5e-05,0.6733313900964334,0.7045021375020345,0.6932409012131716,0.49118139384741144,topk,3,0.54,0.5,True,3.096699765557865,0.49902277215921265,-0.11762714405056529,1.1282051282051282,7.145009654665239
11,7.5e-05,0.672932266554885,0.7081145837193443,0.661455201443175,0.48946583327042076,topk,3,0.54,0.5,True,2.684708747676504,0.42845901965201794,-0.11762714405056529,1.1282051282051282,6.17947122374388
12,7.5e-05,0.6739806213307956,0.7101416582152957,0.6515892420537898,0.4896845086702193,topk,3,0.54,0.5,True,2.286268213555427,0.35339792212060983,-0.12091742152849805,1.1282051282051282,5.232522629288859
13,3.75e-05,0.6732430596706742,0.71123259862264,0.6512477175897748,0.48943980048473046,topk,3,0.54,0.5,True,2.313155089124697,0.3585402563705551,-0.12091742152849816,1.1282051282051282,5.296519871880918
14,3.75e-05,0.6740214239382889,0.7113898233761863,0.6602409638554217,0.49077007583350474,topk,3,0.54,0.5,True,2.313155089124697,0.3585402563705551,-0.12091742152849816,1.1282051282051282,5.296852440718111
