date,selected_stocks,n_holdings,top1_stock,top1_prob,gross_return,net_return,turnover,equity,drawdown,exposure
2010-05-12,GOOGL|NVDA|V,3,V,0.60712993,-0.10027307326688492,-0.10127307326688492,1.0,0.898726926733115,-0.10127307326688495,1.0
2010-05-19,JPM|NVDA|V,3,NVDA,0.6370581,-0.0033754592453366992,-0.004042125912003366,0.6666666666666666,0.895094159334752,-0.104905840665248,1.0
2010-05-26,GOOGL|JNJ|V,3,V,0.66266215,0.022244222136660097,0.020910888803326765,1.3333333333333333,0.9138113737691081,-0.08618862623089185,1.0
2010-06-03,JNJ|MSFT|V,3,MSFT,0.60036814,-0.00906851430846287,-0.009735180975129536,0.6666666666666666,0.9049152546683342,-0.09508474533166578,1.0
2010-06-10,AMZN|JNJ|MSFT,3,MSFT,0.59373504,0.029391925171133298,0.02872525850446663,0.6666666666666666,0.9309091792833174,-0.0690908207166826,1.0
2010-06-17,JNJ|MSFT|UNH,3,UNH,0.60216516,-0.033364668268537165,-0.034031334935203834,0.6666666666666666,0.8992290972088711,-0.10077090279112888,1.0
2010-06-24,AMZN|GOOGL|UNH,3,UNH,0.62703806,-0.06713873536003623,-0.06847206869336957,1.3333333333333333,0.8376570206937086,-0.16234297930629138,1.0
2010-07-01,AMZN|GOOGL|MSFT,3,AMZN,0.6361251,0.05613841117076639,0.055471744504099724,0.6666666666666666,0.8841233169276954,-0.11587668307230459,1.0
2010-07-09,AAPL|AMZN|UNH,3,AMZN,0.5686651,-0.0048679312023310675,-0.006201264535664401,1.3333333333333333,0.8786406343572777,-0.12135936564272232,1.0
2010-07-16,AAPL|AMZN|JNJ,3,JNJ,0.60882604,0.0043106469801954,0.0036439803135287336,0.6666666666666666,0.8818423835315419,-0.11815761646845813,1.0
2010-07-23,GOOGL|JNJ|UNH,3,JNJ,0.589127,-0.005949906201000533,-0.007283239534333866,1.3333333333333333,0.8754197142207537,-0.12458028577924629,1.0
2010-07-30,AMZN|JNJ|UNH,3,JNJ,0.62572545,0.07306162794079807,0.0723949612741314,0.6666666666666666,0.9387956905303764,-0.06120430946962363,1.0
2010-08-06,MSFT|NVDA|V,3,V,0.61727834,-0.019663097361290034,-0.021663097361290032,2.0,0.9184584680840573,-0.08154153191594271,1.0
2010-08-13,AAPL|JNJ|V,3,V,0.6276011,-0.005680431492886065,-0.007013764826219398,1.3333333333333333,0.912016616386266,-0.08798338361373403,1.0
2010-08-20,GOOGL|JPM|UNH,3,UNH,0.6130262,0.000866363436856065,-0.001133636563143935,2.0,0.9109827210037357,-0.08901727899626433,1.0
2010-08-27,AAPL|GOOGL|V,3,V,0.60928494,0.03850828746508803,0.0371749541317547,1.3333333333333333,0.9448484618718707,-0.05515153812812934,1.0
2010-09-03,JNJ|MSFT|V,3,V,0.5637618,-0.013160261268060868,-0.014493594601394202,1.3333333333333333,0.9311542113057489,-0.06884578869425106,1.0
2010-09-13,GOOGL|JNJ|V,3,V,0.5828877,0.052346323054166935,0.051679656387500265,0.6666666666666666,0.9792759409898038,-0.02072405901019625,1.0
2010-09-20,MSFT|UNH|V,3,V,0.6035398,0.0075857294219874,0.006252396088654067,1.3333333333333333,0.9853987620529614,-0.014601237947038603,1.0
2010-09-27,MSFT|UNH|V,3,MSFT,0.6242928,-0.017594847327718696,-0.017594847327718696,0.0,0.9680608212777165,-0.03193917872228347,1.0
2010-10-04,JNJ|JPM|MSFT,3,MSFT,0.626947,0.02496551961123803,0.0236321862779047,1.3333333333333333,0.990938214934493,-0.009061785065507033,1.0
2010-10-11,MSFT|NVDA|UNH,3,UNH,0.5841387,0.04902468354330186,0.04769135020996853,1.3333333333333333,1.038197396379375,0.0,1.0
2010-10-18,JNJ|MSFT|UNH,3,UNH,0.56927836,0.004539014485526934,0.0038723478188602673,0.6666666666666666,1.042217657802791,0.0,1.0
2010-10-25,JNJ|JPM|MSFT,3,JNJ,0.595404,0.024925973297161664,0.024259306630494998,0.6666666666666666,1.0675011355391453,0.0,1.0
2010-11-01,JNJ|JPM|UNH,3,JPM,0.5983884,0.04019838766790653,0.03953172100123986,0.6666666666666666,1.1097012925977854,0.0,1.0
2010-11-08,JNJ|JPM|UNH,3,JNJ,0.5767103,-0.019339569021115197,-0.019339569021115197,0.0,1.0882401478567698,-0.01933956902111511,1.0
2010-11-15,AMZN|MSFT|UNH,3,UNH,0.56240547,0.0294388626773108,0.02810552934397747,1.3333333333333333,1.1188257132656525,0.0,1.0
2010-11-22,JNJ|JPM|MSFT,3,JNJ,0.5809792,-0.023767150039701167,-0.0251004833730345,1.3333333333333333,1.0907426470525046,-0.0251004833730345,1.0
2010-11-30,JNJ|JPM|V,3,V,0.5838821,0.03428044091314997,0.0336137742464833,0.6666666666666666,1.127406624151539,0.0,1.0
2010-12-07,GOOGL|JNJ,2,JNJ,0.5781928,0.0103079323820597,0.008974599048726366,1.3333333333333333,1.1375246465681774,0.0,1.0
2010-12-14,AMZN|JNJ|UNH,3,UNH,0.59463716,0.007747512713450698,0.0064141793801173646,1.3333333333333333,1.1448209337005704,0.0,1.0
2010-12-21,GOOGL|UNH|V,3,V,0.6282916,0.0168192944506489,0.015485961117315565,1.3333333333333333,1.1625495861661461,0.0,1.0
2010-12-29,AAPL|UNH|V,3,V,0.6310073,0.03155470945739243,0.030888042790725764,0.6666666666666666,1.1984584675299865,0.0,1.0
2011-01-05,JNJ|UNH|V,3,V,0.58973765,0.009401448484485934,0.008734781817819268,0.6666666666666666,1.208926740761579,0.0,1.0
2011-01-12,GOOGL|MSFT|V,3,V,0.60931194,-0.005799651651410634,-0.007132984984743967,1.3333333333333333,1.200303484472071,-0.007132984984744017,1.0
2011-01-20,AAPL|AMZN|MSFT,3,MSFT,0.5788568,0.021226073921470363,0.01989274058813703,1.3333333333333333,1.224180810315711,0.0,1.0
2011-01-27,AMZN|GOOGL|JNJ,3,JNJ,0.59157467,-0.0223382608010796,-0.023671594134412933,1.3333333333333333,1.1952024990267809,-0.023671594134412888,1.0
2011-02-03,AMZN|GOOGL|JNJ,3,JNJ,0.60067374,0.028135374143980735,0.028135374143980735,0.0,1.2288299685147202,0.0,1.0
2011-02-10,AMZN|JNJ|MSFT,3,JNJ,0.58979595,0.00044296237233969974,-0.0002237042943269669,0.6666666666666666,1.2285550739737658,-0.00022370429432683192,1.0
2011-02-17,GOOGL|JNJ|MSFT,3,MSFT,0.58603203,-0.019547502657775266,-0.020214169324441932,0.6666666666666666,1.2037208536840578,-0.020433351622284768,1.0
2011-02-25,AMZN|GOOGL|MSFT,3,AMZN,0.55884165,-0.023155719329223466,-0.023822385995890132,0.6666666666666666,1.1750453508762937,-0.043768966428639144,1.0
2011-03-04,AMZN|GOOGL|NVDA,3,NVDA,0.5762113,-0.06377308010073543,-0.06443974676740209,0.6666666666666666,1.0993257260256122,-0.10538825208310876,1.0
2011-03-11,AMZN|GOOGL|NVDA,3,NVDA,0.5978719,-0.029382091848555933,-0.029382091848555933,0.0,1.0670252365720472,-0.13167381662920008,1.0
2011-03-18,GOOGL|NVDA|UNH,3,NVDA,0.6129941,0.03920335595486907,0.0385366892882024,0.6666666666666666,1.1081448565764949,-0.09821140029982889,1.0
2011-03-25,AAPL|NVDA|UNH,3,UNH,0.56846327,-0.00014064890046943442,-0.0008073155671361011,0.6666666666666666,1.107250233983139,-0.09893942827463265,1.0
2011-04-01,JNJ|JPM|UNH,3,UNH,0.59595346,-0.0038066310973564324,-0.0051399644306897654,1.3333333333333333,1.1015590071645927,-0.10357084756319801,1.0
2011-04-08,AAPL|JNJ|UNH,3,UNH,0.60923916,0.0031121934511882995,0.002445526784521633,0.6666666666666666,1.1042528992213447,-0.10137860606048776,1.0
2011-04-15,AAPL|JPM|UNH,3,UNH,0.61539,0.044160422270919666,0.043493755604253,0.6666666666666666,1.1522810049453656,-0.0622941867717296,1.0
2011-04-25,GOOGL|JPM|UNH,3,GOOGL,0.6105709,0.02799727777827483,0.027330611111608165,0.6666666666666666,1.1837735489828203,-0.03666611385329355,1.0
2011-05-02,GOOGL|JPM|MSFT,3,GOOGL,0.58408743,4.0311462206399796e-05,-0.0006263552044602668,0.6666666666666666,1.1830320862595125,-0.03726950304651444,1.0
2011-05-09,GOOGL|JPM|MSFT,3,MSFT,0.5787361,-0.0436215047623445,-0.0436215047623445,0.0,1.1314264464747368,-0.07926525600422529,1.0
2011-05-16,GOOGL|JPM|MSFT,3,JPM,0.5911776,-0.0058617215541084105,-0.0058617215541084105,0.0,1.1247943396865476,-0.08466234669872175,1.0
2011-05-23,JPM|MSFT|V,3,V,0.6040115,0.03493056471841283,0.034263898051746164,0.6666666666666666,1.1633341782707487,-0.05329931066308213,1.0
2011-05-31,JPM|UNH|V,3,JPM,0.5454832,-0.03011737076204153,-0.030784037428708198,0.6666666666666666,1.1275220553847665,-0.08244258011741368,1.0
2011-06-07,JPM|MSFT|V,3,JPM,0.6161776,-0.006742682694864899,-0.007409349361531566,0.6666666666666666,1.1191678505635885,-0.08924108360058935,1.0
2011-06-14,NVDA|UNH|V,3,V,0.60078883,-0.009467390435526966,-0.0108007237688603,1.3333333333333333,1.107080027758662,-0.09907793907664586,1.0
2011-06-21,GOOGL|JPM|V,3,V,0.5993457,-0.009434290270136533,-0.010767623603469867,1.3333333333333333,1.095159406720838,-0.10877872872473082,1.0
2011-06-28,JNJ|NVDA|V,3,JNJ,0.5979245,0.06915885016012586,0.06782551682679253,1.3333333333333333,1.1694391594894022,-0.0483311853934546,1.0
2011-07-06,JNJ|NVDA|UNH,3,JNJ,0.5827712,-0.029873364613029998,-0.030540031279696664,0.6666666666666666,1.1337244509788937,-0.07739518075945029,1.0
2011-07-13,JPM|NVDA|UNH,3,NVDA,0.6018906,-0.004241541676932099,-0.004908208343598766,0.6666666666666666,1.1281598951692573,-0.08192351743109116,1.0
2011-07-20,JNJ|NVDA|V,3,JNJ,0.5679729,-0.012702762812153632,-0.014036096145486966,1.3333333333333333,1.1123249344131791,-0.09480972720933878,1.0
2011-07-27,JNJ|NVDA|UNH,3,JNJ,0.62574095,-0.004559510593941163,-0.00522617726060783,0.6666666666666666,1.106511727134542,-0.09954041202952069,1.0
2011-08-03,JNJ|NVDA|UNH,3,UNH,0.6296349,-0.11012449089142319,-0.11012449089142319,0.0,0.9846576865184612,-0.1987030657230704,1.0
2011-08-10,GOOGL|JNJ|UNH,3,UNH,0.68705255,0.0421620745067438,0.04149540784007713,0.6666666666666666,1.0255164588034116,-0.1654529226342457,1.0
2011-08-17,JNJ|JPM|UNH,3,JPM,0.60398704,0.002624854235120466,0.0019581875684537993,0.6666666666666666,1.0275246123842852,-0.16381872292205868,1.0
2011-08-24,AMZN|JNJ|UNH,3,UNH,0.6437125,0.053038196010306266,0.052371529343639596,0.6666666666666666,1.0813376477730805,-0.12002663063296937,1.0
2011-08-31,JNJ|MSFT|UNH,3,JNJ,0.6348494,-0.010164867945863666,-0.010831534612530332,0.6666666666666666,1.0696251016133944,-0.12955809264137308,1.0
2011-09-08,AAPL|JNJ|V,3,V,0.65829605,0.0164171400839944,0.015083806750661065,1.3333333333333333,1.085759119941787,-0.11642851512309871,1.0
2011-09-15,GOOGL|JNJ|JPM,3,JPM,0.61677086,-0.07105088441222134,-0.07238421774555467,1.3333333333333333,1.0071672953846988,-0.18038514587819154,1.0
2011-09-22,GOOGL|JNJ|MSFT,3,JNJ,0.6822769,0.020225344956809197,0.01955867829014253,0.6666666666666666,1.026866156499481,-0.16435456262460113,1.0
2011-09-29,GOOGL|MSFT|V,3,V,0.5673888,0.0014458015534922646,0.000779134886825598,0.6666666666666666,1.0276662237461103,-0.16370348211132524,1.0
2011-10-06,JNJ|MSFT|UNH,3,JNJ,0.6480813,0.029960087604607798,0.028626754271274465,1.3333333333333333,1.0570849722061786,-0.1397630271958038,1.0
2011-10-13,AAPL|JNJ|UNH,3,JNJ,0.6235972,-0.017022889521272733,-0.0176895561879394,0.6666666666666666,1.038385608194911,-0.15498023746116651,1.0
2011-10-20,JNJ|MSFT|UNH,3,JNJ,0.6539798,0.03477504048656406,0.03410837381989739,0.6666666666666666,1.0738032526884245,-0.12615798751529117,1.0
2011-10-27,AMZN,1,AMZN,0.56298083,0.0556630720858442,0.0536630720858442,2.0,1.1314268340434575,-0.07926494060768496,1.0
2011-11-03,AMZN|JNJ|UNH,3,AMZN,0.65490717,-0.012953183206364367,-0.0142865165396977,1.3333333333333335,1.1152626858654378,-0.09241903726237288,1.0
2011-11-10,AMZN|JNJ|UNH,3,AMZN,0.6330018,-0.022484628045710733,-0.022484628045710733,0.0,1.090186419200493,-0.11282565763089647,1.0
2011-11-17,AMZN|UNH|V,3,UNH,0.6493192,-0.0510961478504681,-0.05176281451713477,0.6666666666666666,1.0337553017943186,-0.1587482985593094,1.0
2011-11-25,MSFT|UNH|V,3,UNH,0.66885096,0.07805621091804577,0.0773895442513791,0.6666666666666666,1.1137571534676276,-0.09364421278411728,1.0
2011-12-02,AMZN|GOOGL|MSFT,3,AMZN,0.57079446,0.0050365406641931,0.0037032073308597667,1.3333333333333333,1.1178816271231464,-0.09028778938853221,1.0
2011-12-09,AMZN|JNJ|V,3,JNJ,0.5957459,-0.020655641810373663,-0.021988975143706995,1.3333333333333333,1.0933005558107287,-0.1102914285755946,1.0
2011-12-16,AMZN|JNJ|V,3,AMZN,0.64959854,0.018631466419249364,0.018631466419249364,0.0,1.1136703484024628,-0.0937148532041826,1.0
2011-12-23,GOOGL|MSFT|NVDA,3,NVDA,0.5824609,0.023407467647588533,0.02140746764758853,2.0,1.1375112103559673,-0.07431358324466109,1.0
2012-01-03,AMZN|MSFT|V,3,AMZN,0.6135782,0.0035760249681310984,0.0022426916347977654,1.3333333333333333,1.1400622972319212,-0.07223755406135801,1.0
2012-01-10,AMZN|GOOGL|V,3,V,0.6107729,0.037291966665502364,0.036625299998835695,0.6666666666666666,1.1818174208854022,-0.03825797615120152,1.0
2012-01-18,GOOGL|MSFT|V,3,GOOGL,0.62774944,-0.028039352915875098,-0.028706019582541764,0.6666666666666666,1.1478921468584768,-0.06586576152115853,1.0
2012-01-25,GOOGL|UNH|V,3,GOOGL,0.6127811,0.024025077081664667,0.023358410414998,0.6666666666666666,1.1747050827369503,-0.044045870596068126,1.0
2012-02-01,GOOGL|UNH|V,3,GOOGL,0.6456299,0.028634566813012935,0.028634566813012935,0.0,1.2083422539141675,-0.016672538207475607,1.0
2012-02-08,AMZN|GOOGL|UNH,3,UNH,0.61462533,0.011694795133592666,0.011028128466926,0.6666666666666666,1.2216680075223478,-0.00582827663377139,1.0
2012-02-15,GOOGL|JNJ|UNH,3,JNJ,0.66125757,0.00457554714822,0.003908880481553333,0.6666666666666666,1.22644336175189,-0.0019421781889930045,1.0
2012-02-23,AMZN|JNJ|UNH,3,JNJ,0.5889747,0.011059417884214433,0.010392751217547767,0.6666666666666666,1.23918948249299,0.0,1.0
2012-03-01,AMZN|GOOGL|UNH,3,UNH,0.5996527,0.0036360982133435684,0.002969431546676902,0.6666666666666666,1.242869170834615,0.0,1.0
2012-03-08,GOOGL|NVDA|UNH,3,NVDA,0.578016,0.0019991478275688665,0.0013324811609022,0.6666666666666666,1.2445252705902181,0.0,1.0
2012-03-15,AMZN|NVDA|UNH,3,NVDA,0.57374066,0.00025450734896510004,-0.0004121593177015666,0.6666666666666666,1.2440123279038293,-0.0004121593177015548,1.0
