config_label,split,mode,top_k,min_prob,threshold,periods,cumulative_return,annualized_return,sharpe,max_drawdown,win_rate,avg_turnover,avg_holdings,avg_exposure
old_current_fixed,val,topk,2,0.6,0.5,101,0.057493861748837194,0.028288289906912345,0.23544267874938302,-0.23949221643323226,0.39603960396039606,0.9405940594059405,1.495049504950495,0.8217821782178217
old_current_fixed,test,topk,2,0.6,0.5,113,0.4944121961483665,0.19623605431349622,1.1879822783842948,-0.21789940651217643,0.30973451327433627,0.7256637168141593,0.7876106194690266,0.48672566371681414
new_recommended_deployable,val,topk,3,0.54,0.5,101,0.2155103431180656,0.1022888385536791,0.5330343393739043,-0.2664498209786643,0.5247524752475248,0.8283828382838284,3.0,1.0
new_recommended_deployable,test,topk,3,0.54,0.5,113,0.48666061050135423,0.19346455778557958,1.006162435471556,-0.24864610302098689,0.5929203539823009,0.9056047197640118,2.8672566371681416,0.9911504424778761
