config_label,split,periods,cumulative_return,annualized_return,sharpe,max_drawdown,win_rate,avg_turnover,avg_holdings,avg_exposure
current_frozen,val,101,0.08849099389135295,0.04322013281045156,0.2949338142024038,-0.28471919768224474,0.504950495049505,0.9801980198019802,2.0,1.0
current_frozen,test,114,0.6021467414504735,0.23168587273329644,1.0606463502464871,-0.2611769419735527,0.5964912280701754,1.0263157894736843,1.956140350877193,0.9912280701754386
optimized_execution,val,101,0.4003369712769582,0.18296390320752387,0.8737995799285272,-0.21532672217555016,0.5346534653465347,0.504950495049505,1.9504950495049505,0.9900990099009901
optimized_execution,test,114,0.25502265376521405,0.10564161373625502,0.5744033655871844,-0.2819430699824803,0.5,0.5789473684210527,1.7543859649122806,0.9385964912280702
