epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0001,0.605534386943095,0.6232229255494617,0.5137614678899083,0.5189581061140695,topk,3,0.58,0.5,True,-1.4105077183559829,-0.15672311604833822,-0.16318825681114513,0.23076923076923078,-2.7193497165407265
2,0.0001,0.6006373113344843,0.6299802235194615,0.5887555274794694,0.5528478860588952,topk,3,0.58,0.5,False,-0.6990846098079735,-0.14689964534793543,-0.22428103139334687,0.46153846153846156,-1.4196560261252709
3,0.0001,0.5988968228819439,0.6263241247525291,0.5854287556415215,0.5694386347597357,topk,3,0.58,0.5,True,-0.10286951601827846,-0.032840477823906644,-0.17383393934949154,0.3076923076923077,0.159557108613827
4,0.0001,0.5979761824624582,0.630890445103721,0.6004901960784313,0.5758619362289087,topk,3,0.58,0.5,True,-0.27645326765357076,-0.05432963077328301,-0.17383393934949154,0.3076923076923077,-0.2241653990863373
5,0.0001,0.597621986498106,0.6264609280086699,0.5924984106802288,0.5818618079168538,topk,4,0.56,0.5,True,1.0318392273400314,0.0793224427753092,-0.0998597861900764,0.7307692307692307,2.475338994301381
6,0.0001,0.5951170033155351,0.6250151653138418,0.5922144224633057,0.5892256367485725,topk,4,0.56,0.5,True,0.9096074681740798,0.06122439615385211,-0.07012649640219237,0.5769230769230769,2.2712739807890516
7,0.0001,0.5955198397689538,0.6281355399934072,0.5975308641975309,0.593240520946943,topk,4,0.56,0.5,True,1.0153840783865853,0.07879104122236358,-0.10039259919873122,0.7435897435897437,2.446975375549456
8,5e-05,0.5950544739613512,0.6259149061308966,0.5946969696969697,0.5961686020401616,topk,3,0.56,0.5,True,0.6259824733061766,0.04696089099403977,-0.11317989385140204,0.7435897435897437,1.6074399460252096
9,5e-05,0.5947485030670149,0.6263946510496594,0.5933375235700817,0.5972618207480593,topk,4,0.56,0.5,True,1.1291065360542845,0.09041483123206984,-0.10039259919873134,0.7435897435897437,2.701689170705383
10,5e-05,0.594694323236908,0.6246125987597875,0.5934907466496491,0.5993019824212484,topk,3,0.58,0.5,True,1.5034027902875544,0.07342238707225568,-0.01588186456519214,0.23076923076923078,3.6491061832947147
11,5e-05,0.5939345928250754,0.6259265729359218,0.5968652037617554,0.6014986848014371,topk,3,0.56,0.5,True,0.7887312454000726,0.06269276249964517,-0.11317989385140181,0.7435897435897437,1.969731315985488
12,5e-05,0.5944716783626852,0.6254725723039536,0.5974842767295597,0.6036440623596587,topk,3,0.56,0.5,True,0.7887312454000726,0.06269276249964517,-0.11317989385140181,0.7435897435897437,1.9718766935437095
13,2.5e-05,0.5935240330080707,0.6252283635593596,0.6,0.604983640212998,topk,3,0.56,0.5,True,0.7887312454000726,0.06269276249964517,-0.11317989385140181,0.7435897435897437,1.9732162713970487
14,2.5e-05,0.5939505126223581,0.6257189934215849,0.6016260162601627,0.6047860396484249,topk,3,0.56,0.5,True,0.7696385860949453,0.06082109486115894,-0.11317989385140181,0.7435897435897437,1.9310900169452485
