epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0001,0.6149906366032872,0.6031144429766943,0.3111111111111111,0.5019119949453299,topk,3,0.56,0.5,True,1.9651783433619219,0.06458302856274578,-0.005075242586382367,0.3076923076923077,4.422973200333126
2,0.0001,0.6058662157025735,0.5993387574241275,0.4862614487926728,0.52247577336199,topk,3,0.58,0.5,True,1.633592850063134,0.05226669685615115,-0.005075242586382145,0.3076923076923077,3.755733328739022
3,0.0001,0.6034500893444299,0.597883541432638,0.5419847328244276,0.5356783078020051,topk,3,0.58,0.5,True,1.5603287237623131,0.045466752635385355,-0.005075242586382367,0.3076923076923077,3.6088077221358636
4,5e-05,0.6032912382480174,0.5972162814367385,0.5543964232488824,0.5410298636609311,topk,3,0.58,0.5,True,1.5603287237623131,0.045466752635385355,-0.005075242586382367,0.3076923076923077,3.6141592779947898
5,5e-05,0.601386028837154,0.5966348226108248,0.5716385011021309,0.5455186746208363,topk,3,0.56,0.5,True,2.8526159357517917,0.11833189759082652,-0.004412321908290662,0.4743589743589744,6.273952802844534
6,5e-05,0.6021653395806192,0.596033199249752,0.5714285714285715,0.5496852249861073,topk,3,0.56,0.5,True,2.8526159357517917,0.11833189759082652,-0.004412321908290662,0.4743589743589744,6.278119353209806
7,5e-05,0.6002914762122351,0.59563658880809,0.5830903790087464,0.5545191339056208,topk,4,0.56,0.5,True,2.8559638672291916,0.11704404054278994,-0.004412321908290551,0.4743589743589744,6.287073410988046
8,5e-05,0.6006023355414302,0.5957480886625866,0.6047819971870604,0.5562344737636739,topk,4,0.56,0.5,True,2.8559638672291916,0.11704404054278994,-0.004412321908290551,0.4743589743589744,6.2887887508460985
9,5e-05,0.6005349140154614,0.595371581259228,0.6060606060606061,0.5599239769494863,topk,3,0.56,0.5,True,2.5882786475239734,0.10781556309543094,-0.005600098005026255,0.4358974358974359,5.755958552034448
10,5e-05,0.5990765440393783,0.5952228521543835,0.6130160951714485,0.5627126729613211,topk,3,0.56,0.5,True,2.0737809384465526,0.072371736568696,-0.005600098005026255,0.38461538461538464,4.681941099914894
11,2.5e-05,0.5985105234403368,0.5951702566373915,0.6118466898954704,0.5639712655198926,topk,3,0.56,0.5,True,2.0791511135094622,0.07255245367151697,-0.005432520789769968,0.38461538461538464,4.694301476804927
12,2.5e-05,0.5981936090864478,0.5948918276362949,0.6141953619114546,0.5663412765072027,topk,3,0.56,0.5,True,2.0791511135094622,0.07255245367151697,-0.005432520789769968,0.38461538461538464,4.696671487792237
