epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0001,0.6136651210501956,0.6171812714092315,0.08206330597889801,0.4935037532968148,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.4935037532968148
2,0.0001,0.6020256309791946,0.6061729285452101,0.038554216867469876,0.4991506052613782,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.4991506052613782
3,0.0001,0.6001408774667594,0.6078220074138944,0.004999999999999999,0.5065584635152499,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.5065584635152499
4,0.0001,0.5984271649579451,0.6084382405356755,0.0,0.5082274971258538,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.5082274971258538
5,0.0001,0.5966165055672656,0.6022991350718907,0.0,0.5065665787516062,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.5065665787516062
6,0.0001,0.5963987719821605,0.6039944769844177,0.0,0.5098234936092514,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.5098234936092514
7,0.0001,0.5954518456901758,0.6019647547176906,0.0,0.5130966389396091,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.5130966389396091
8,0.0001,0.5953750092222387,0.6025420247562348,0.0,0.5112544802867384,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.5112544802867384
9,0.0001,0.5950352832383082,0.600950346863459,0.005018820577164366,0.5082274971258538,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.5082274971258538
10,5e-05,0.5946894119077378,0.60108591923638,0.005018820577164366,0.5099682153242713,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.5099682153242713
11,5e-05,0.5937201856275108,0.6034622213197133,0.002512562814070352,0.511065124771759,topk,3,0.56,0.5,True,0.0,0.0,0.0,0.0,0.511065124771759
