model,best_auc_epoch,best_val_auc,best_strategy_epoch,best_strategy_score,val_auc_thr_0_5,val_f1_thr_0_5,test_auc_thr_0_5,test_f1_thr_0_5,selected_strategy_mode,selected_top_k,selected_min_prob,selected_threshold,selected_constraints_satisfied,val_strategy_sharpe,val_strategy_cumulative_return,val_strategy_max_drawdown,val_strategy_avg_turnover,test_strategy_sharpe,test_strategy_cumulative_return,test_strategy_max_drawdown,test_strategy_avg_turnover
transformer_v5,1,0.486716925335946,1,0.5664632034195358,0.486716925335946,0.680135593220339,0.5231832452055624,0.6657960036567846,topk,2,0.6,0.5,True,0.23544267874938302,0.057493861748837194,-0.23949221643323226,0.9405940594059405,1.1879822783842948,0.4944121961483665,-0.21789940651217643,0.7256637168141593
