date,close,target_return,sentiment_score,dc_trend,dc_event,dc_drawdown,dc_T,dc_TMV,dc_R
2024-08-02,114.63460540771484,-0.029761429772158232,0.1073333740234374,-1.0,1.0,0.0,0.0,0.0,-0.01970163030674349
2024-08-05,111.22291564941406,0.010312994530878639,-0.9046666463216146,-1.0,0.0,0.0,0.0,0.0,-0.02976142977215828
2024-08-06,112.36995697021484,-0.007590289746685963,-0.1806666056315105,-1.0,0.0,0.01031299453087862,1.0,0.01031299453087862,0.01031299453087862
2024-08-07,111.51703643798828,0.024000118767762535,-0.190000025431315,-1.0,0.0,0.002644426167547319,2.0,0.002644426167547319,-0.007590289746685944
2024-08-08,114.1934585571289,0.003863153425423649,0.0806666056315104,1.0,1.0,0.0,0.0,0.0,0.02400011876776257
2024-08-09,114.63460540771484,0.0008552192366160227,0.3086666107177734,1.0,0.0,0.0,0.0,0.0,0.0038631534254235742
2024-08-12,114.7326431274414,0.017004253889601584,0.2860000610351563,1.0,0.0,0.0,0.0,0.0,0.000855219236616002
2024-08-13,116.68358612060548,0.003192765558095445,0.4586666107177735,1.0,0.0,0.0,0.0,0.0,0.017004253889601677
2024-08-14,117.0561294555664,0.017085429297335253,0.5873332977294922,1.0,0.0,0.0,0.0,0.0,0.0031927655580953626
2024-08-15,119.05608367919922,0.0016468525084940566,0.6513333638509115,1.0,0.0,0.0,0.0,0.0,0.01708542929733534
2024-08-16,119.2521514892578,0.010111884251793546,0.6799999872843425,1.0,0.0,0.0,0.0,0.0,0.0016468525084941575
2024-08-19,120.45801544189452,-0.002034686512286221,0.6900000254313151,1.0,0.0,0.0,0.0,0.0,0.0101118842517935
2024-08-20,120.21292114257812,0.004485309853401898,0.6079999923706054,1.0,0.0,-0.0020346865122862537,1.0,-0.0020346865122862537,-0.0020346865122862537
2024-08-21,120.75211334228516,-0.008849563672611915,0.5819999694824218,1.0,0.0,0.0,0.0,0.0,0.0044853098534019
2024-08-22,119.68350982666016,0.011386001937763401,0.4966667175292969,1.0,0.0,-0.008849563672611888,1.0,-0.008849563672611888,-0.008849563672611888
2024-08-23,121.04622650146484,-0.002915647780369346,0.6093333562215169,1.0,0.0,0.0,0.0,0.0,0.011386001937763485
2024-08-26,120.69329833984376,0.0011371400078585836,0.5900000254313151,1.0,0.0,-0.0029156477803693333,1.0,-0.0029156477803693333,-0.0029156477803693333
2024-08-27,120.8305435180664,-0.005598294831993922,0.6379999796549479,1.0,0.0,-0.0017818232722506835,2.0,-0.0017818232722506835,0.0011371400078585316
2024-08-28,120.1540985107422,0.0005710897527801961,0.5259999593098958,1.0,0.0,-0.007370142932228011,3.0,-0.007370142932228011,-0.005598294831993895
2024-08-29,120.22271728515624,0.009703936429833915,0.6233333587646485,1.0,0.0,-0.006803262192552877,4.0,-0.006803262192552877,0.0005710897527802542
2024-08-30,121.38935089111328,-0.020513621455186315,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.009703936429833868
2024-09-03,118.8992156982422,-0.003463023629205808,0.2853333791097004,-1.0,1.0,0.0,0.0,0.0,-0.0205136214551863
2024-09-04,118.48746490478516,-0.0023166837611084956,0.2453333536783853,-1.0,0.0,0.0,0.0,0.0,-0.0034630236292057625
2024-09-05,118.21296691894533,-0.016171961371875487,0.3400000254313151,-1.0,0.0,0.0,0.0,0.0,-0.002316683761108504
2024-09-06,116.30123138427734,0.011464241117802754,0.1746667226155599,-1.0,0.0,0.0,0.0,0.0,-0.016171961371875522
2024-09-09,117.63453674316406,0.004333663627176465,0.3699999491373698,-1.0,0.0,0.011464241117802705,1.0,0.011464241117802705,0.011464241117802705
2024-09-10,118.14432525634766,0.010621673441967738,0.3946666717529297,-1.0,0.0,0.015847586909724487,2.0,0.015847586909724487,0.004333663627176382
2024-09-11,119.3992156982422,0.00878555471366127,0.4873332977294922,1.0,1.0,0.0,0.0,0.0,0.010621673441967731
2024-09-12,120.44820404052734,0.005778917055748289,0.5286666870117187,1.0,0.0,0.0,0.0,0.0,0.008785554713661199
2024-09-13,121.1442642211914,0.002185013421505566,0.5626667022705079,1.0,0.0,0.0,0.0,0.0,0.005778917055748364
2024-09-16,121.40896606445312,0.0007266870085405053,0.5240000406901042,1.0,0.0,0.0,0.0,0.0,0.002185013421505558
2024-09-17,121.4971923828125,-0.002985517002325855,0.4926666259765625,1.0,0.0,0.0,0.0,0.0,0.0007266870085405205
2024-09-18,121.13446044921876,0.017481333140521693,0.4513333638509115,1.0,0.0,-0.002985517002325803,1.0,-0.002985517002325803,-0.002985517002325803
2024-09-19,123.2520523071289,-0.002863466814667315,0.578000005086263,1.0,0.0,0.0,0.0,0.0,0.01748133314052169
2024-09-20,122.8991241455078,0.0028716898031206917,0.5900000254313151,1.0,0.0,-0.0028634668146673495,1.0,-0.0028634668146673495,-0.0028634668146673495
2024-09-23,123.2520523071289,0.0023863358302651516,0.6073333104451497,1.0,0.0,0.0,2.0,0.0,0.002871689803120604
2024-09-24,123.54617309570312,-0.0018394481124583972,0.6406666437784831,1.0,0.0,0.0,0.0,0.0,0.002386335830265171
2024-09-25,123.31891632080078,0.004228127335293097,0.6393333435058594,1.0,0.0,-0.0018394481124583504,1.0,-0.0018394481124583504,-0.0018394481124583504
2024-09-26,123.84032440185548,-0.001668186401440841,0.6420000076293946,1.0,0.0,0.0,0.0,0.0,0.004228127335293113
2024-09-27,123.63373565673828,0.0040582117000138584,0.5360000610351563,1.0,0.0,-0.0016681864014408737,1.0,-0.0016681864014408737,-0.0016681864014408737
2024-09-30,124.13546752929688,-0.009589394029163145,0.5513333638509115,1.0,0.0,0.0,0.0,0.0,0.004058211700013841
2024-10-01,122.94508361816406,7.992723146843517e-05,0.3826666514078776,1.0,0.0,-0.009589394029163126,1.0,-0.009589394029163126,-0.009589394029163126
2024-10-02,122.95491027832033,-0.001840289114892868,0.4066666920979818,1.0,0.0,-0.009510233251410828,2.0,-0.009510233251410828,7.992723146850915e-05
2024-10-03,122.7286376953125,0.009218472278999412,0.3006666819254557,1.0,0.0,-0.01133302078757107,3.0,-0.01133302078757107,-0.0018402891148929055
2024-10-04,123.8600082397461,-0.008737152962204786,0.3860000610351562,1.0,0.0,-0.0022190216465392603,4.0,-0.0022190216465392603,0.009218472278999357
2024-10-07,122.77782440185548,0.009615394772858776,0.1573333740234375,1.0,0.0,-0.010936786677191822,5.0,-0.010936786677191822,-0.008737152962204819
2024-10-08,123.95838165283205,0.006984101466117165,0.2386666615804036,1.0,0.0,-0.0014265534257808792,6.0,-0.0014265534257808792,0.009615394772858683
2024-10-09,124.8241195678711,-0.0016550386722724575,0.2759999593098958,1.0,0.0,0.0,0.0,0.0,0.006984101466117108
2024-10-10,124.6175308227539,0.005684017669053132,0.2713333129882812,1.0,0.0,-0.0016550386722724547,1.0,-0.0016550386722724547,-0.0016550386722724547
2024-10-11,125.32585906982422,0.008399490317933855,0.3026667277018229,1.0,0.0,0.0,0.0,0.0,0.0056840176690531805
2024-10-14,126.37853240966795,-0.0077845720839759824,0.3533332824707031,1.0,0.0,0.0,0.0,0.0,0.00839949031793389
2024-10-15,125.3947296142578,0.004158133939589526,0.2906667073567708,1.0,0.0,-0.007784572083975991,1.0,-0.007784572083975991,-0.007784572083975991
2024-10-16,125.9161376953125,-0.0007813219519051673,0.3613333384195963,1.0,0.0,-0.0036588074377739916,2.0,-0.0036588074377739916,0.004158133939589562
2024-10-17,125.81775665283205,0.003596951947358429,0.3926666259765625,1.0,0.0,-0.004437270683110178,3.0,-0.004437270683110178,-0.000781321951905113
2024-10-18,126.27031707763672,-0.002025799457575528,0.4646666208902995,1.0,0.0,-0.0008562793851763175,4.0,-0.0008562793851763175,0.00359695194735843
2024-10-21,126.01451873779295,-0.0018737087148220644,0.4419999440511067,1.0,0.0,-0.002880344192437805,5.0,-0.002880344192437805,-0.002025799457575511
2024-10-22,125.77840423583984,-0.008603831596296518,0.4533332824707031,1.0,0.0,-0.00474865598124481,6.0,-0.00474865598124481,-0.0018737087148220628
2024-10-23,124.69622802734376,0.0026035561028925347,0.384000015258789,1.0,0.0,-0.01331163094116999,7.0,-0.01331163094116999,-0.008603831596296557
2024-10-24,125.02088165283205,-7.872220076532432e-05,0.3946666717529297,1.0,0.0,-0.010742732416253703,8.0,-0.010742732416253703,0.002603556102892625
2024-10-25,125.01103973388672,0.003147915342193608,0.3113333384195963,1.0,0.0,-0.010820608925480944,9.0,-0.010820608925480944,-7.872220076528124e-05
2024-10-28,125.4045639038086,0.00109831297350782,0.3466667175292969,1.0,0.0,-0.007706755944135748,10.0,-0.007706755944135748,0.003147915342193594
2024-10-29,125.54229736328124,-0.0028994085716992357,0.3773333231608072,1.0,0.0,-0.006616907400665042,11.0,-0.006616907400665042,0.0010983129735078088
2024-10-30,125.17829895019533,-0.02066967466449543,0.3099999745686849,1.0,0.0,-0.009497130854328626,12.0,-0.009497130854328626,-0.0028994085716992127
2024-10-31,122.59090423583984,0.006339837573946294,0.1226666768391927,-1.0,1.0,0.0,0.0,0.0,-0.020669674664495395
2024-11-01,123.36811065673828,-0.0016746335289721248,0.2080000559488932,-1.0,0.0,0.006339837573946361,1.0,0.006339837573946361,0.006339837573946361
2024-11-04,123.16151428222656,0.012141527864726331,0.2013333638509115,-1.0,0.0,0.004654587140404656,2.0,0.004654587140404656,-0.0016746335289721372
2024-11-05,124.6568832397461,0.02462313086330048,0.3006666819254557,-1.0,0.0,0.016852628804594903,3.0,0.016852628804594903,0.012141527864726229
2024-11-06,127.72632598876952,0.008934706261653602,0.5819999694824218,1.0,1.0,0.0,0.0,0.0,0.024623130863300376
2024-11-07,128.86752319335938,0.004504194086717872,0.653333346048991,1.0,0.0,0.0,0.0,0.0,0.008934706261653522
2024-11-08,129.44796752929688,0.0024320145147604944,0.6706666946411133,1.0,0.0,0.0,0.0,0.0,0.004504194086717814
2024-11-11,129.76278686523438,-0.003639053664958758,0.6686666488647461,1.0,0.0,0.0,0.0,0.0,0.0024320145147605316
2024-11-12,129.2905731201172,0.0003803763566176954,0.6859999974568685,1.0,0.0,-0.003639053664958713,1.0,-0.003639053664958713,-0.003639053664958713
2024-11-13,129.33975219726562,-0.005780749161496401,0.7319999694824219,1.0,0.0,-0.00326006151831568,2.0,-0.00326006151831568,0.00038037635661764576
2024-11-14,128.59207153320312,-0.013847492883341528,0.71266663869222,1.0,0.0,-0.009021965081923686,3.0,-0.009021965081923686,-0.005780749161496435
2024-11-15,126.81139373779295,0.004111681653249599,0.5906667073567708,-1.0,1.0,0.0,0.0,0.0,-0.013847492883341493
2024-11-18,127.33280181884766,0.0034769812516832754,0.6280000050862631,-1.0,0.0,0.0041116816532496565,1.0,0.0041116816532496565,0.0041116816532496565
2024-11-19,127.7755355834961,0.00076965355737868,0.5766666412353516,-1.0,0.0,0.007602959144954188,2.0,0.007602959144954188,0.003476981251683292
2024-11-20,127.8738784790039,0.007001324826521049,0.5226666768391928,-1.0,0.0,0.008378464346885455,3.0,0.008378464346885455,0.0007696535573787475
2024-11-21,128.7691650390625,0.0025974592298438903,0.5419999440511067,-1.0,0.0,0.015438449523846537,4.0,0.015438449523846537,0.007001324826521112
2024-11-22,129.1036376953125,0.003962563952735199,0.6506666819254557,-1.0,0.0,0.01807600949690059,5.0,0.01807600949690059,0.0025974592298438587
2024-11-25,129.61521911621094,0.004630074908796411,0.6933333079020183,1.0,1.0,0.0,0.0,0.0,0.003962563952735253
2024-11-26,130.21534729003906,-0.003928733682666108,0.7266666412353515,1.0,0.0,0.0,0.0,0.0,0.004630074908796471
2024-11-27,129.70376586914062,0.006674732296612751,0.7266666412353515,1.0,0.0,-0.003928733682666078,1.0,-0.003928733682666078,-0.003928733682666078
2024-11-29,130.5695037841797,0.0012808222691986781,0.7659999847412109,1.0,0.0,0.0,0.0,0.0,0.006674732296612835
2024-12-02,130.7367401123047,0.0010534592644715346,0.7773333231608073,1.0,0.0,0.0,0.0,0.0,0.0012808222691986903
2024-12-03,130.8744659423828,0.007667609227433925,0.7799999872843424,1.0,0.0,0.0,0.0,0.0,0.0010534592644716135
2024-12-04,131.87796020507812,-0.0025364600218865663,0.7700000127156575,1.0,0.0,0.0,0.0,0.0,0.00766760922743401
