epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0003,0.6964687945765493,0.740550664871458,0.6012842965557501,0.5325720151408225,topk,2,0.6,0.5,True,-0.6867867585737082,-0.11293843099240974,-0.14286339752388344,1.1923076923076923,-1.645153529193184
2,0.0003,0.6837205236085875,0.7276938428954473,0.5906432748538012,0.5859780586386091,topk,3,0.6,0.5,True,0.14572666417013225,0.0016203509602279453,-0.1101281057689053,0.9743589743589745,0.29503469876652644
3,0.0003,0.6806193322551494,0.7286971902090406,0.5921591574019894,0.6131494193879515,topk,3,0.58,0.5,True,-0.8960199838492104,-0.15145332359105101,-0.15145332359105101,0.9102564102564101,-2.0781977215719967
4,0.0003,0.680502168509035,0.7549674213878692,0.5979614949037373,0.6136960287419003,topk,3,0.6,0.5,True,-0.4706203098968397,-0.08895258829057207,-0.10700446615363612,0.9871794871794871,-1.1137987122662714
