mode,top_k,min_prob,threshold,n_folds,val_constraints_rate,val_positive_rate,test_positive_rate,val_cumret_mean,val_cumret_std,val_sharpe_mean,val_sharpe_std,val_mdd_mean,val_turnover_mean,val_worst_cumret,test_cumret_mean,test_cumret_std,test_sharpe_mean,test_sharpe_std,test_mdd_mean,test_turnover_mean,deployable_score,config_label
topk,2,0.6,0.5,21,0.9523809523809523,0.8095238095238095,0.6190476190476191,0.12363787843026529,0.15042215894895122,1.34768782408123,1.132181421194113,-0.09589790780321675,0.7875457875457874,-0.19732122318588674,0.058344620940611894,0.12539188407354185,0.6648930772501283,1.3043482311654755,-0.11245513712290592,0.7706959706959706,3.1498942598846122,current_fixed
topk,3,0.54,0.5,21,0.9523809523809523,0.9523809523809523,0.8095238095238095,0.18730538534185623,0.16749933043585605,1.8157218762463965,1.3228481688733313,-0.10797496024849321,0.9242979242979242,-0.20246611201605835,0.13258551279249164,0.16006317369117914,1.1920835579512938,1.1110344282501494,-0.09982351407819223,0.8747985347985348,4.20286296746045,recommended_validation_robust
