fold_id,split_name_val,mode,top_k,min_prob,threshold,constraints_ok_val,periods_val,cumulative_return_val,annualized_return_val,sharpe_val,max_drawdown_val,win_rate_val,avg_turnover_val,avg_holdings_val,split_name_test,constraints_ok_test,periods_test,cumulative_return_test,annualized_return_test,sharpe_test,max_drawdown_test,win_rate_test,avg_turnover_test,avg_holdings_test
1,val,topk,2,0.54,0.5,True,26,0.2172304574587851,0.46383426908708403,2.7137469200783975,-0.04394399131236648,0.6538461538461539,1.0,1.9230769230769231,test,,26,0.06559241572728913,0.13105656908260221,0.636636869936327,-0.1806313977141607,0.6538461538461539,0.9230769230769231,1.9615384615384615
1,val,topk,2,0.56,0.5,True,26,0.2172304574587851,0.46383426908708403,2.7137469200783975,-0.04394399131236648,0.6538461538461539,1.0,1.9230769230769231,test,,26,0.0397014513769649,0.07839227493926182,0.4354646156825303,-0.19227863413273194,0.6153846153846154,0.9615384615384616,1.7692307692307692
1,val,topk,2,0.58,0.5,True,26,0.16303864730841866,0.34014481352502646,2.1426674026154484,-0.04394399131236637,0.5769230769230769,1.0384615384615385,1.8076923076923077,test,,26,-0.11937484620533334,-0.2184088301786541,-1.0476869684708423,-0.2464364493786575,0.5,0.8846153846153846,1.3846153846153846
1,val,topk,2,0.6,0.5,True,26,0.18586512624333418,0.39160050233255017,2.3915385946637446,-0.04394399131236637,0.5769230769230769,0.9615384615384616,1.6538461538461537,test,,26,-0.050388615839650486,-0.09536452429373454,-0.44752695163037154,-0.1682038854643988,0.4230769230769231,0.8846153846153846,1.0769230769230769
1,val,topk,3,0.54,0.5,True,26,0.23057728116915044,0.49510819923770444,2.472507116719789,-0.03297130492236222,0.6153846153846154,0.7564102564102563,2.8846153846153846,test,,26,0.06932582792057707,0.13875087904181838,0.7107163399839309,-0.15562881073912482,0.6538461538461539,0.9487179487179488,2.8461538461538463
1,val,topk,3,0.56,0.5,True,26,0.2397850343736676,0.5168700834507525,2.5348419733371026,-0.03297130492236233,0.6153846153846154,0.7564102564102563,2.8461538461538463,test,,26,0.09642447097519113,0.19535584910317816,0.8860438497664742,-0.1505979992146007,0.6153846153846154,0.9871794871794871,2.5
1,val,topk,3,0.58,0.5,True,26,0.18145353658105368,0.38158269325602556,2.0147778945511265,-0.03550946853746417,0.5384615384615384,0.8333333333333334,2.6538461538461537,test,,26,-0.08218362637035936,-0.15315573064274424,-0.6777091290288363,-0.22363727158937563,0.5,0.9230769230769229,1.9615384615384615
1,val,topk,3,0.6,0.5,True,26,0.21102852038425168,0.4494109907253323,2.29725871783733,-0.029306047650658917,0.5384615384615384,0.8076923076923076,2.3846153846153846,test,,26,-0.023730724006787773,-0.04548861408329785,-0.16770082972533856,-0.1380746941840042,0.4230769230769231,0.9230769230769231,1.4615384615384615
2,val,topk,2,0.54,0.5,True,26,0.2537573360616394,0.5501833483625884,1.9718029112893494,-0.1431529117305439,0.7307692307692307,1.2307692307692308,1.9615384615384615,test,,26,0.2042666272786211,0.43376427489095803,2.455715226696798,-0.04417203689227944,0.5769230769230769,1.2692307692307692,2.0
2,val,topk,2,0.56,0.5,True,26,0.23666243547960253,0.5094729782952472,1.9370587013829816,-0.12170102276487638,0.6153846153846154,1.0769230769230769,1.6923076923076923,test,,26,0.2009864890560138,0.42620380147920156,2.4145989719460776,-0.04417203689227944,0.5769230769230769,1.2692307692307692,1.9615384615384615
