mode,top_k,min_prob,threshold,n_folds,val_constraints_rate,val_positive_rate,test_positive_rate,val_cumret_mean,val_cumret_std,val_sharpe_mean,val_sharpe_std,val_mdd_mean,val_turnover_mean,val_worst_cumret,test_cumret_mean,test_cumret_std,test_sharpe_mean,test_sharpe_std,test_mdd_mean,test_turnover_mean,deployable_score
topk,3,0.54,0.5,21,0.9523809523809523,0.9523809523809523,0.8095238095238095,0.18730538534185623,0.16749933043585605,1.8157218762463965,1.3228481688733313,-0.10797496024849321,0.9242979242979242,-0.20246611201605835,0.13258551279249164,0.16006317369117914,1.1920835579512938,1.1110344282501494,-0.09982351407819223,0.8747985347985348,4.20286296746045
topk,2,0.54,0.5,21,1.0,0.8095238095238095,0.8571428571428571,0.19465191252224268,0.1776041984488604,1.759192870183129,1.3963247272203874,-0.11232362881281248,1.0677655677655675,-0.1415782660569339,0.12584934385345325,0.14962493306800848,1.0671604769895187,1.0079291049825803,-0.1124725499057995,1.0001465201465203,4.072825087921353
topk,3,0.56,0.5,21,0.9523809523809523,0.9523809523809523,0.7619047619047619,0.17049956289230073,0.15329563101700988,1.6719421014360416,1.1349346497813317,-0.1075070079916619,0.9126984126984125,-0.20246611201605835,0.11790884268533268,0.1543803260239665,1.2227433056794266,1.2759913194461874,-0.10892248886746632,0.8527716727716728,3.9375119291629788
topk,2,0.56,0.5,21,1.0,0.8095238095238095,0.8095238095238095,0.17915903910810227,0.1634773961496855,1.6814923150037342,1.2752528318693745,-0.10866621985875008,1.02014652014652,-0.1415782660569339,0.11401092560297045,0.15038120872807975,1.1264731894031526,1.150537337707373,-0.11857177596184754,0.9634432234432233,3.9309124628644803
topk,3,0.6,0.5,21,0.9047619047619048,0.9047619047619048,0.6190476190476191,0.12279026450432348,0.1313206691872249,1.3876878563743653,0.9664277346886136,-0.0936837145670526,0.746031746031746,-0.16238350688929015,0.05747251758879746,0.1273252186970888,0.7128541046129397,1.3289495904461202,-0.10542500765184333,0.7200488400488401,3.3441626094594645
topk,2,0.6,0.5,21,0.9523809523809523,0.8095238095238095,0.6190476190476191,0.12363787843026529,0.15042215894895122,1.34768782408123,1.132181421194113,-0.09589790780321675,0.7875457875457874,-0.19732122318588674,0.058344620940611894,0.12539188407354185,0.6648930772501283,1.3043482311654755,-0.11245513712290592,0.7706959706959706,3.1498942598846122
topk,3,0.58,0.5,21,0.9047619047619048,0.8571428571428571,0.7619047619047619,0.12037431924817785,0.1503965960699601,1.3437922908752225,1.2145098944907553,-0.10843342846197788,0.8321123321123322,-0.19919323953551504,0.08200403732514824,0.13826655532047075,0.9702042956066279,1.216262633267279,-0.11227836014494523,0.8175335775335775,3.1064497401891478
topk,2,0.58,0.5,21,0.9523809523809523,0.7619047619047619,0.7619047619047619,0.1278689080493648,0.16838836218295702,1.3367753407439609,1.3092762273302583,-0.10913553595616245,0.913919413919414,-0.16023659832114046,0.08199048926893984,0.14008440523455704,0.9216230442927695,1.1904858135112188,-0.11934208369830177,0.8955311355311356,3.0775936063964133
