strategy_type,cost_bps,cumret_mean,cumret_std,sharpe_mean,sharpe_std,mdd_mean,turnover_mean,positive_rate
current_fixed,5.0,0.06908831528659712,0.1277699146054863,0.761966797617301,1.3334637151678541,-0.11051322229918964,0.7706959706959706,0.6666666666666666
current_fixed,10.0,0.058344620940611894,0.12539188407354185,0.6648930772501283,1.3043482311654755,-0.11245513712290592,0.7706959706959706,0.6190476190476191
current_fixed,20.0,0.03721063411786174,0.12116247425840504,0.4699782728685019,1.2485165832034206,-0.11647994627005274,0.7706959706959706,0.6190476190476191
selected,5.0,0.12450811217200079,0.16298401871721654,1.1766473767544507,1.1069753637481579,-0.10797666541405554,0.8796336996336995,0.8571428571428571
selected,10.0,0.11172146931423124,0.16050479924952296,1.0697640197592893,1.085236878982937,-0.1101954316490685,0.8796336996336995,0.8095238095238095
selected,20.0,0.08659257838384302,0.15587333270178366,0.8558315305656601,1.0491445029604274,-0.11521007622980102,0.8796336996336995,0.7619047619047619
