model,epoch,lr,train_loss,val_loss,val_f1,val_auc,fold_idx,setting
transformer,8,0.0003,0.6179414551667493,0.7516985929929293,0.6717136958017894,0.5450270684882778,5,no_fundamentals
transformer,9,0.0003,0.614150630344044,0.7573891786428598,0.6726768377253814,0.5446935758195582,5,no_fundamentals
transformer,10,0.0003,0.607947198429493,0.7505593061447143,0.6555956678700361,0.5509965872583568,5,no_fundamentals
transformer,11,0.0003,0.6021853215766676,0.7543292155632606,0.6564996368917938,0.5489622819791679,5,no_fundamentals
transformer,12,0.00015,0.5986980443048959,0.7568605166215163,0.6464944649446495,0.5496329727907037,5,no_fundamentals
transformer,1,0.0003,0.7542590293991431,0.7220776502902692,0.5624496373892023,0.45676244441469976,6,no_fundamentals
transformer,2,0.0003,0.6779061349590173,0.7292575790331914,0.6724482988659106,0.48223873049866894,6,no_fundamentals
transformer,3,0.0003,0.6512679303630015,0.7215889233809251,0.681602172437203,0.5124406966195213,6,no_fundamentals
transformer,4,0.0003,0.6461162793502379,0.7068271646132835,0.6821378340365682,0.5417503234729845,6,no_fundamentals
transformer,5,0.0003,0.6332668024502444,0.7068513494271499,0.6842105263157895,0.5509302636862534,6,no_fundamentals
transformer,6,0.0003,0.6285203767626473,0.7044411595051105,0.6831036983321247,0.5597978851559363,6,no_fundamentals
transformer,7,0.0003,0.619465312663089,0.6982967184140132,0.6616654163540885,0.569885036957718,6,no_fundamentals
transformer,8,0.0003,0.6185359313246909,0.6943859503819392,0.65284178187404,0.5789348443611595,6,no_fundamentals
transformer,9,0.0003,0.6133013181472092,0.6918043595093947,0.6722560975609756,0.5875496363717485,6,no_fundamentals
transformer,10,0.0003,0.6040156518475394,0.6966242597653316,0.6540880503144654,0.582191882687131,6,no_fundamentals
transformer,11,0.0003,0.6024282133981084,0.6943216415551993,0.6698187549251379,0.5928590550127159,6,no_fundamentals
transformer,12,0.0003,0.5941344626833883,0.6919165877195504,0.649458784346378,0.599317360460447,6,no_fundamentals
transformer,1,0.0003,0.6843462379691707,0.6716926300967181,0.7281795511221946,0.5277179490885961,1,with_fundamentals
transformer,2,0.0003,0.6689025556927302,0.6697926296128167,0.7274969173859432,0.5375619769005044,1,with_fundamentals
transformer,3,0.0003,0.6575515880731867,0.6688939823044671,0.7418181818181818,0.5454400902007834,1,with_fundamentals
transformer,4,0.0003,0.6578313415318531,0.6678005434848644,0.7358024691358025,0.5517714913485307,1,with_fundamentals
transformer,5,0.0003,0.648157339907148,0.6672572745217218,0.731457800511509,0.5587967446768528,1,with_fundamentals
transformer,6,0.0003,0.6426229655173313,0.66599420176612,0.7408343868520859,0.5639717255236416,1,with_fundamentals
transformer,7,0.0003,0.6378185774016958,0.6658706550244932,0.7360406091370558,0.566458029170702,1,with_fundamentals
transformer,8,0.0003,0.6269983435535501,0.6638083100318909,0.7182175622542595,0.5749577183827461,1,with_fundamentals
transformer,9,0.0003,0.618754262568581,0.6638427703468888,0.7253886010362695,0.5748709868601743,1,with_fundamentals
transformer,10,0.0003,0.6183275145086446,0.6640936034697074,0.7270375161707633,0.5803061622746788,1,with_fundamentals
transformer,11,0.0003,0.6107112176710854,0.6587385049572697,0.7074829931972789,0.5889793145318666,1,with_fundamentals
transformer,12,0.0003,0.5992076191106848,0.6584982562948156,0.7291666666666666,0.5905693924456843,1,with_fundamentals
transformer,1,0.0003,0.6898111342267075,0.7114615321159363,0.7015329125338142,0.5543394140409066,2,with_fundamentals
transformer,2,0.0003,0.6685284200727148,0.7078715211636312,0.6967509025270758,0.5465339966832504,2,with_fundamentals
transformer,3,0.00015,0.6601010037994682,0.7098903137284356,0.6982142857142857,0.5356697991523862,2,with_fundamentals
transformer,4,0.00015,0.6536821032947716,0.7056533417186222,0.6929982046678635,0.5335544499723603,2,with_fundamentals
transformer,5,7.5e-05,0.6488854574282406,0.706367674389401,0.6936208445642408,0.5356034641606782,2,with_fundamentals
transformer,6,7.5e-05,0.6443793659187871,0.7058640425269668,0.6918918918918919,0.5325004606596646,2,with_fundamentals
transformer,1,0.0003,0.6948171222911161,0.7259788396510672,0.6951646811492642,0.42119605108631825,3,with_fundamentals
transformer,2,0.0003,0.6650465458381076,0.7209295967791943,0.7013888888888888,0.43944509688784494,3,with_fundamentals
transformer,3,0.0003,0.6584181286707645,0.714156448841095,0.7034193998604327,0.4568821564885496,3,with_fundamentals
transformer,4,0.0003,0.6504335597783577,0.7138896183764681,0.7023977433004231,0.47258973135642984,3,with_fundamentals
transformer,5,0.0003,0.6424254862200313,0.7093348018666531,0.6908037653874004,0.4883156561949501,3,with_fundamentals
transformer,6,0.0003,0.6381888021941946,0.7118421006709972,0.6837481698389458,0.4941188344098649,3,with_fundamentals
transformer,7,0.0003,0.6307141310026666,0.7098208140819631,0.669195751138088,0.5069913388138578,3,with_fundamentals
transformer,8,0.0003,0.6270986962719124,0.7084793265829695,0.6650943396226415,0.5149552260716382,3,with_fundamentals
transformer,9,0.0003,0.6153557178353061,0.710216551638664,0.671875,0.5202079051673517,3,with_fundamentals
transformer,10,0.0003,0.6096846652632,0.7070628351353584,0.6418918918918919,0.5295985026423958,3,with_fundamentals
transformer,11,0.0003,0.6099491943832205,0.7078584346365422,0.6476987447698744,0.5343282075748679,3,with_fundamentals
transformer,12,0.0003,0.5972168327880507,0.7108447868773278,0.6246672582076309,0.5375394524368761,3,with_fundamentals
transformer,1,0.0003,0.6985943471619842,0.7406876839124239,0.6762589928057554,0.4229534807874763,4,with_fundamentals
transformer,2,0.0003,0.6557372466139837,0.749070315177624,0.6871401151631478,0.43823010555028463,4,with_fundamentals
transformer,3,0.0003,0.6421209464379407,0.7504209995269775,0.6871401151631478,0.4629239800759013,4,with_fundamentals
transformer,4,0.0003,0.636626329662603,0.7585144996643066,0.683576410906785,0.49597144805502846,4,with_fundamentals
transformer,5,0.0003,0.626036092666311,0.7673482060432434,0.6845124282982792,0.5140795481499051,4,with_fundamentals
transformer,6,0.0003,0.6185853020860514,0.7675134814702548,0.6816720257234726,0.5233967326850095,4,with_fundamentals
transformer,7,0.0003,0.6132054852783133,0.7846365653551541,0.6825806451612904,0.5271325011859582,4,with_fundamentals
transformer,8,0.0003,0.6098269069960358,0.7880201422251187,0.6727868852459017,0.5276661824003795,4,with_fundamentals
transformer,9,0.0003,0.5994686904850356,0.8048123653118427,0.67412771560237,0.5233151980550285,4,with_fundamentals
transformer,10,0.0003,0.6012569331247872,0.8146442312460679,0.6745406824146981,0.530831208491461,4,with_fundamentals
transformer,11,0.0003,0.5970622362346825,0.8104701207234309,0.671562082777036,0.5353452620967742,4,with_fundamentals
transformer,12,0.0003,0.590624215624748,0.8168076570217426,0.6728971962616822,0.538680769686907,4,with_fundamentals
transformer,1,0.0003,0.7192915010933925,0.7554187352840717,0.5119735755573905,0.4133641628778194,5,with_fundamentals
transformer,2,0.0003,0.6684772957455029,0.7584217520860526,0.6233586731167934,0.4295237354143276,5,with_fundamentals
transformer,3,0.0003,0.6469906100119003,0.7547229143289419,0.6537433155080213,0.4490664058012902,5,with_fundamentals
transformer,4,0.0003,0.6421010375022889,0.7459162171070393,0.6532258064516129,0.47401536289560564,5,with_fundamentals
transformer,5,0.0003,0.6303191689529805,0.7533062118750352,0.6653359946773121,0.48999707267546344,5,with_fundamentals
transformer,6,0.0003,0.6286728234002085,0.7472299878413861,0.665314401622718,0.5034849983881187,5,with_fundamentals
transformer,7,0.0003,0.6223168564565253,0.7488294693139883,0.6675730795377295,0.5122706774718291,5,with_fundamentals
transformer,8,0.0003,0.6195471481843429,0.7453421583542457,0.6583333333333333,0.5219827250797603,5,with_fundamentals
transformer,9,0.0003,0.6128911536149304,0.7470655294565054,0.6634146341463415,0.5283487295782059,5,with_fundamentals
transformer,10,0.0003,0.6136097226480041,0.7535577173416431,0.6634214186369958,0.5271852107117846,5,with_fundamentals
transformer,11,0.0003,0.6051964382932644,0.7547021842919863,0.6624383368569415,0.5341366801175376,5,with_fundamentals
transformer,12,0.0003,0.5991474037218576,0.7550444566286527,0.6575931232091691,0.5400913769912291,5,with_fundamentals
transformer,1,0.0003,0.7158397695991431,0.7024590712327223,0.5168334849863512,0.4896971995419325,6,with_fundamentals
transformer,2,0.0003,0.6658444486307294,0.7063586455125075,0.6638830897703549,0.488540876574607,6,with_fundamentals
transformer,3,0.0003,0.6549678856067443,0.7110491752624511,0.6730506155950753,0.5031529320781094,6,with_fundamentals
transformer,4,0.0003,0.6406388308225053,0.7094415939771213,0.667595818815331,0.5176013920492571,6,with_fundamentals
transformer,5,0.0003,0.638230781340867,0.7045519856306223,0.6685552407932012,0.5355634378857509,6,with_fundamentals
transformer,6,0.0003,0.6308727415759912,0.7083723811002878,0.6613603473227206,0.5388688112553726,6,with_fundamentals
transformer,7,0.0003,0.6254096469182646,0.703241781088022,0.6563649742457689,0.555194901768319,6,with_fundamentals
transformer,8,0.0003,0.6199087625139215,0.7012069720488329,0.6523031203566122,0.5655534734305983,6,with_fundamentals
transformer,9,0.0003,0.616518497333098,0.6996346583733192,0.649624060150376,0.5714243221939648,6,with_fundamentals
transformer,10,0.0003,0.613350174936016,0.7005768510011526,0.6507692307692308,0.5734469578667142,6,with_fundamentals
transformer,11,0.0003,0.6055415337005358,0.6962636681703421,0.6563467492260062,0.5847238953583486,6,with_fundamentals
transformer,12,0.0003,0.6038696830192308,0.6978781351676354,0.6502775574940524,0.5895536816430941,6,with_fundamentals
lstm,1,0.0003,0.7196495957798505,0.7034162547853258,0.6828609986504723,0.48357160409951,1,no_fundamentals
lstm,2,0.0003,0.6728407755921116,0.6901692628860474,0.6913907284768211,0.5173535321412568,1,no_fundamentals
lstm,3,0.0003,0.6543341100785244,0.6831885867648655,0.687248322147651,0.5413347981323813,1,no_fundamentals
lstm,4,0.0003,0.6332602895068211,0.6796785994812294,0.684931506849315,0.5594327758423798,1,no_fundamentals
lstm,5,0.0003,0.6166387748227761,0.6758336429242735,0.6841379310344827,0.5742783214559333,1,no_fundamentals
lstm,6,0.0003,0.598716553872688,0.6754459063212077,0.680731364275668,0.5824889055927376,1,no_fundamentals
lstm,7,0.0003,0.5827406926421362,0.6719089887760303,0.6771879483500718,0.59798493762558,1,no_fundamentals
lstm,8,0.0003,0.5708354230666318,0.6682366918634486,0.6783114992721979,0.6117318839532228,1,no_fundamentals
lstm,9,0.0003,0.5478081574210518,0.6658635324902005,0.6903703703703704,0.6211711646597957,1,no_fundamentals
lstm,10,0.0003,0.5342774946491653,0.6656360564408479,0.6952662721893491,0.6271845502247791,1,no_fundamentals
lstm,11,0.0003,0.5104969989106026,0.6584479729334514,0.6996996996996997,0.645860738085257,1,no_fundamentals
lstm,12,0.0003,0.500748297688192,0.6532638554219846,0.7076461769115442,0.6581477037829399,1,no_fundamentals
lstm,1,0.0003,0.6871643417240771,0.7013430924028964,0.6516129032258065,0.5109637000184263,2,no_fundamentals
lstm,2,0.0003,0.6667397669011219,0.6960594886058086,0.6789366053169734,0.5238548000737056,2,no_fundamentals
lstm,3,0.0003,0.6498672263311465,0.6925960724418228,0.6903353057199211,0.5333628155518703,2,no_fundamentals
lstm,4,0.0003,0.6387685780456344,0.6917470020216865,0.6932038834951456,0.5425686382900313,2,no_fundamentals
lstm,5,0.0003,0.6276706878697844,0.6921120318206581,0.6899902818270165,0.5454210429334808,2,no_fundamentals
lstm,6,0.0003,0.6183973413068368,0.6907456304575946,0.6891241578440809,0.5544720840243228,2,no_fundamentals
lstm,7,0.0003,0.6047105146143047,0.6907096431062029,0.6820365033621518,0.5597051778146306,2,no_fundamentals
lstm,8,0.0003,0.5929150289385511,0.6927866826186309,0.6846673095467696,0.5660291136908053,2,no_fundamentals
lstm,9,0.0003,0.5775162398489446,0.6908695710671915,0.6797257590597453,0.5717560346416067,2,no_fundamentals
lstm,10,0.0003,0.5638713588666209,0.6906588544716706,0.6829745596868885,0.5798636447392667,2,no_fundamentals
lstm,11,0.0003,0.5509879237780991,0.6909012417535524,0.6771964461994077,0.586895153860328,2,no_fundamentals
lstm,12,0.0003,0.5328013117103071,0.6888144705746625,0.6848780487804879,0.6001990049751244,2,no_fundamentals
lstm,1,0.0003,0.6919210728477029,0.7278173971683422,0.6390916463909164,0.48103071785085144,3,no_fundamentals
lstm,2,0.0003,0.6526505959134142,0.7206426176619023,0.664624808575804,0.49305912360540227,3,no_fundamentals
lstm,3,0.0003,0.6278498026503234,0.7216477295185657,0.6752460257380772,0.5029910452143276,3,no_fundamentals
lstm,4,0.0003,0.6127904147661033,0.7177622526249987,0.6843702579666161,0.5139918526130358,3,no_fundamentals
lstm,5,0.0003,0.6022181899607683,0.7163078193968915,0.6848899012908124,0.5233870375807399,3,no_fundamentals
lstm,6,0.0003,0.5797539794144511,0.71760511195406,0.6854103343465046,0.5287222915443335,3,no_fundamentals
lstm,7,0.0003,0.5693641513335604,0.7201279553961246,0.6810146041506533,0.5289975411039343,3,no_fundamentals
lstm,8,0.0003,0.5602151099373313,0.718207456456854,0.6831530139103554,0.5362687169700529,3,no_fundamentals
lstm,9,0.0003,0.5466372782943629,0.7210886655969823,0.6891788181120491,0.5389478126834997,3,no_fundamentals
lstm,10,0.0003,0.5318387734789808,0.7177698259658002,0.6831913245546088,0.546090538755138,3,no_fundamentals
lstm,11,0.0003,0.5098343593733651,0.7182647824287415,0.6858924395946999,0.5521093291250734,3,no_fundamentals
lstm,12,0.0003,0.500696430687143,0.7208150221946391,0.6843335931410756,0.5555086611861421,3,no_fundamentals
lstm,1,0.0003,0.7279188015045376,0.7217746248612037,0.6451178451178451,0.5125711574952562,4,no_fundamentals
lstm,2,0.0003,0.6738297241543411,0.7289833197226891,0.6565389696169088,0.5257834736717267,4,no_fundamentals
lstm,3,0.0003,0.6563382468092333,0.7324781867174002,0.6662295081967213,0.538962434772296,4,no_fundamentals
lstm,4,0.0003,0.6298849910771082,0.7368912806877723,0.6727989487516426,0.5501919769924098,4,no_fundamentals
lstm,5,0.0003,0.6237419282624481,0.7428130654188303,0.6780776826859776,0.5578895872865275,4,no_fundamentals
lstm,6,0.0003,0.6090485129881342,0.7467863614742573,0.6842800528401585,0.563889794829222,4,no_fundamentals
lstm,7,0.0003,0.5960063714499867,0.7558009239343496,0.6805369127516778,0.564126986480076,4,no_fundamentals
lstm,8,0.0003,0.5883952027067132,0.7640737496889555,0.6836803223640027,0.565824389231499,4,no_fundamentals
lstm,9,0.0003,0.5762397042108238,0.7724876257089468,0.6805929919137467,0.5664358989563567,4,no_fundamentals
lstm,10,0.0003,0.5606965106014812,0.7797807234984178,0.6814516129032258,0.5679739385673624,4,no_fundamentals
lstm,11,0.0003,0.55374411617944,0.7891030366604145,0.6779891304347826,0.56567985056926,4,no_fundamentals
lstm,12,0.00015,0.5415738123272537,0.7957735593502339,0.6819716407832546,0.5664247805977229,4,no_fundamentals
lstm,1,0.0003,0.7318292520262978,0.7459012380013099,0.4371807967313585,0.4793771839137958,5,no_fundamentals
lstm,2,0.0003,0.6663392201818601,0.742844871374277,0.5274151436031331,0.48542451763990946,5,no_fundamentals
lstm,3,0.0003,0.6325764238232314,0.7486827731132507,0.5791567223548131,0.4981194718958317,5,no_fundamentals
lstm,4,0.0003,0.618877830890694,0.7587910358722393,0.601076095311299,0.5036665666188661,5,no_fundamentals
lstm,5,0.0003,0.597596041963558,0.7647214137590849,0.6165527714502658,0.5110478710198576,5,no_fundamentals
lstm,6,0.0003,0.5851321508186033,0.7719642327382015,0.6304832713754647,0.5125856427700641,5,no_fundamentals
lstm,7,0.0003,0.570567663390227,0.776404334948613,0.6366322008862629,0.5173027112953967,5,no_fundamentals
lstm,8,0.0003,0.5636228527685608,0.7849965664056632,0.636094674556213,0.5222828684816079,5,no_fundamentals
lstm,9,0.0003,0.5411973682316866,0.7914474523984469,0.6384558277654045,0.5247914744451978,5,no_fundamentals
lstm,10,0.0003,0.5349124576106216,0.797037148475647,0.6421207658321061,0.5290861189234857,5,no_fundamentals
lstm,11,0.0003,0.5310282655436583,0.8027479639420143,0.6454005934718101,0.5305979523550141,5,no_fundamentals
lstm,12,0.0003,0.5078166619695799,0.8131871269299433,0.6382022471910113,0.5330917364222165,5,no_fundamentals
lstm,1,0.0003,0.764554421419508,0.7325977160380437,0.39915966386554624,0.46277829830901707,6,no_fundamentals
lstm,2,0.0003,0.7019302587830618,0.7142116675010094,0.5136612021857924,0.4864438792962418,6,no_fundamentals
lstm,3,0.0003,0.6702470835675014,0.7046486717004042,0.5721605465414176,0.5106708904058657,6,no_fundamentals
lstm,4,0.0003,0.6523184616913956,0.6972513583990244,0.6311667971808927,0.5342807001888785,6,no_fundamentals
lstm,5,0.0003,0.633151278469,0.6944264797063974,0.6491499227202473,0.5511273219411353,6,no_fundamentals
lstm,6,0.0003,0.6217003535688593,0.6915880093207726,0.6552262090483619,0.5624525944764199,6,no_fundamentals
lstm,7,0.0003,0.6101381730497553,0.6905368997500493,0.6536964980544747,0.5708814824729695,6,no_fundamentals
lstm,8,0.0003,0.603491808055492,0.6864477496880751,0.6584043377226956,0.5844599116584125,6,no_fundamentals
lstm,9,0.0003,0.5930808544158935,0.6854638429788443,0.6640625,0.5897693302993798,6,no_fundamentals
lstm,10,0.0003,0.576825402693802,0.6861237654319177,0.6713286713286714,0.5944912922559824,6,no_fundamentals
lstm,11,0.0003,0.5680630642376588,0.6842208880644578,0.6713725490196079,0.6025669626258571,6,no_fundamentals
lstm,12,0.0003,0.5578637618697091,0.6821999953343318,0.6761678543151227,0.6110181591040913,6,no_fundamentals
lstm,1,0.0003,0.7353967270546324,0.7120122847733674,0.5964912280701754,0.404848292111768,1,with_fundamentals
lstm,2,0.0003,0.682492961566471,0.6951745766180533,0.7324613555291319,0.3959149452868645,1,with_fundamentals
lstm,3,0.0003,0.6631278820461775,0.6879629845972415,0.7309523809523809,0.4338310759045375,1,with_fundamentals
lstm,4,0.0003,0.6458095988309357,0.6828443081290634,0.725748502994012,0.48190924991688233,1,with_fundamentals
lstm,5,0.0003,0.627798185595513,0.6768978706112614,0.7257072570725708,0.5287442721056967,1,with_fundamentals
lstm,6,0.0003,0.6111353322217606,0.6743141611417135,0.7236180904522613,0.5525231645441535,1,with_fundamentals
lstm,7,0.0003,0.5977372905509074,0.6717235048611959,0.7049608355091384,0.572261813556137,1,with_fundamentals
lstm,8,0.0003,0.5796191503159006,0.6688697117346304,0.7083888149134487,0.5903164255048498,1,with_fundamentals
lstm,9,0.0003,0.5679152664850952,0.6665795917864199,0.7160161507402423,0.6023648795154599,1,with_fundamentals
lstm,10,0.0003,0.5503294409679018,0.6644263386726379,0.7083333333333334,0.6132785961057546,1,with_fundamentals
lstm,11,0.0003,0.5386212807556534,0.6615588373608059,0.7043847241867044,0.6248138886078145,1,with_fundamentals
lstm,12,0.0003,0.5203490786303675,0.6593000182399044,0.7070422535211267,0.6317668656673268,1,with_fundamentals
lstm,1,0.0003,0.672825663048806,0.7229555484410879,0.6276150627615062,0.47736871199557773,2,with_fundamentals
lstm,2,0.0003,0.6452237666351175,0.7224868581101701,0.6188992731048806,0.483213561820527,2,with_fundamentals
lstm,3,0.0003,0.623976483254764,0.7247497352393898,0.6171548117154811,0.4870462502303299,2,with_fundamentals
lstm,4,0.0003,0.611373943895404,0.7219499475247151,0.5925110132158591,0.49942878201584673,2,with_fundamentals
lstm,5,0.0003,0.5951421468356547,0.7238117334004995,0.5891472868217055,0.5057453473373872,2,with_fundamentals
lstm,6,0.0003,0.5773468747397683,0.7241950624697917,0.5827664399092971,0.5135286530311406,2,with_fundamentals
lstm,7,0.0003,0.5658283432790026,0.7257766510989215,0.5799769850402762,0.5218868619863645,2,with_fundamentals
lstm,8,0.0003,0.5542146228515571,0.724578041965897,0.5864123957091776,0.5315201768933113,2,with_fundamentals
lstm,9,0.0003,0.5328964178307181,0.7270922889580598,0.5816448152562574,0.5384927215772987,2,with_fundamentals
lstm,10,0.0003,0.5224632730156439,0.7293125629425049,0.5916167664670658,0.5444776119402985,2,with_fundamentals
lstm,11,0.0003,0.503181515681753,0.7299886194435325,0.587515299877601,0.5552533628155518,2,with_fundamentals
lstm,12,0.0003,0.48795672871934354,0.7297992906054935,0.5885286783042394,0.5649014188317671,2,with_fundamentals
lstm,1,0.0003,0.7095158424698004,0.6910176746388699,0.6126447016918967,0.545329014973576,3,with_fundamentals
lstm,2,0.0003,0.6572031656233203,0.6902100519931063,0.6757188498402555,0.5431316059894304,3,with_fundamentals
lstm,3,0.0003,0.633175877462916,0.6893122264679442,0.6782061369000787,0.5475447739283618,3,with_fundamentals
lstm,4,0.0003,0.6149060454689154,0.6889909683389867,0.6746031746031746,0.551535892542572,3,with_fundamentals
lstm,5,0.0003,0.5993415443837142,0.6899789936999057,0.6762132060461417,0.5540314885496183,3,with_fundamentals
lstm,6,0.0003,0.5845760558833595,0.6875230639538866,0.6677551020408163,0.5644038094539049,3,with_fundamentals
lstm,7,0.0003,0.5711089913584605,0.6875776143784219,0.6587837837837838,0.569950088079859,3,with_fundamentals
lstm,8,0.0003,0.5521669526060088,0.6873947110581905,0.6546700942587832,0.575753266294774,3,with_fundamentals
lstm,9,0.0003,0.5388963176422761,0.6894844362076292,0.6545454545454545,0.5781708749266001,3,with_fundamentals
lstm,10,0.0003,0.5248588623119002,0.6893336945391716,0.6620450606585788,0.5833730916030534,3,with_fundamentals
lstm,11,0.0003,0.5092902107399051,0.6923107347589859,0.6695278969957081,0.585198913681738,3,with_fundamentals
