strategy,n_bootstrap,block_length,orig_periods,cumret_mean,cumret_median,cumret_ci_5,cumret_ci_95,annret_mean,annret_ci_5,annret_ci_95,sharpe_mean,sharpe_median,sharpe_ci_5,sharpe_ci_95,mdd_mean,mdd_ci_5,mdd_ci_95,prob_cumret_positive,prob_sharpe_positive
static_prediction_only,2000,5,113,0.6239675889997911,0.5742946353967879,0.0060955659963785516,1.4162152868883982,0.2308464938736563,0.002714148674949625,0.4821264955308613,1.1366281497977,1.121276459406233,0.12373908298613621,2.240931256288032,-0.18350616596258862,-0.2999998048063439,-0.10754280454039189,0.953,0.9685
final_sticky_execution,2000,5,113,0.557156964286454,0.5173527288527854,-0.013406484845251152,1.2614517877448241,0.20912583552769765,-0.006001894578710292,0.43900735176488725,1.1442813982036364,1.1487200084606402,0.05467763485450776,2.2150210160969817,-0.16564844844077362,-0.28478691377017773,-0.0819140060548927,0.9455,0.961
