config_label,split,periods,cumulative_return,annualized_return,sharpe,max_drawdown,win_rate,avg_turnover,avg_holdings,avg_exposure
current_frozen,val,101,0.020130819024762436,0.009995325850284287,0.20113156090074,-0.06416500073164932,0.019801980198019802,0.11221122112211222,0.09900990099009901,0.0594059405940594
current_frozen,test,114,0.09997209521919981,0.04302580481145246,0.8213597193379022,-0.001000000000000112,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.017543859649122806
optimized_execution,val,101,0.1566754921922313,0.07533351379323472,0.7945639636642168,-0.0797220214496851,0.04950495049504951,0.18811881188118812,0.19801980198019803,0.12871287128712872
optimized_execution,test,114,0.15245869887187746,0.06474326239885264,0.8677394599447005,-0.03909135218297766,0.03508771929824561,0.08771929824561403,0.06140350877192982,0.043859649122807015
