epoch,lr,train_loss,val_loss,val_f1,val_auc,val_strategy_mode,val_strategy_top_k,val_strategy_min_prob,val_strategy_threshold,val_strategy_constraints_satisfied,val_strategy_sharpe,val_strategy_cumret,val_strategy_mdd,val_strategy_turnover,val_strategy_score
1,0.0001,0.6095529346863977,0.6171853169562325,0.6870229007633588,0.4854138840721095,topk,4,0.56,0.5,True,1.7129898806616664,0.10154139413662255,-0.032239962264543065,0.8974358974358974,3.7106302798225337
2,0.0001,0.6003228904909411,0.612237793112558,0.6963519313304722,0.48545091439355825,topk,4,0.56,0.5,True,1.75542680452047,0.10331762924110444,-0.04278025226634852,0.9230769230769231,3.787555166532092
3,0.0001,0.5984446615428327,0.6106901787576221,0.6958845537145911,0.4835674756302178,topk,4,0.58,0.5,True,1.6906310692623523,0.0924202515196888,-0.03624800188713173,1.128205128205128,3.541977809501992
4,0.0001,0.596313776260723,0.6078862829813881,0.6970998925886144,0.48365430534947684,topk,3,0.58,0.5,True,1.7524844505350359,0.11337108665893214,-0.049951582570343045,1.1923076923076925,3.6788269181989515
5,5e-05,0.5953427969305316,0.607314704145704,0.6967741935483871,0.4821220161860812,topk,4,0.56,0.5,True,0.881582278982298,0.05019478273314171,-0.04284836864179642,1.0576923076923077,1.8697146011554222
6,5e-05,0.5956026833472643,0.6068950660645016,0.6984978540772532,0.4813047952989368,topk,4,0.56,0.5,True,2.1304452348895073,0.12226172366898669,-0.0329834303005857,1.0064102564102564,4.53383409703131
7,5e-05,0.5944255875921788,0.6063951575566852,0.6956521739130435,0.4815346386734462,topk,4,0.56,0.5,True,1.8812707184514268,0.10463212728593807,-0.0329841223843651,1.0,4.003340330148176
8,5e-05,0.5936316898784273,0.6059169661431085,0.6943396226415095,0.4810723981091552,topk,4,0.56,0.5,True,1.5743941653742068,0.09177739154346898,-0.03892357246200584,1.0384615384615385,3.3461078196368144
9,2.5e-05,0.5929754215620405,0.6060091389550103,0.6928879310344828,0.48034328384890607,topk,4,0.56,0.5,True,2.001124045105158,0.1121130258833749,-0.03147338998074822,1.1025641025641026,4.210663579672126
10,2.5e-05,0.5934670689938512,0.6061777495202564,0.6939214631522325,0.47958096999011673,topk,4,0.56,0.5,True,2.027492647356224,0.11440073363207648,-0.031473389980748334,1.0833333333333335,4.275867731966717
